Drug1_ID,Drug1_Name,Drug2_ID,Drug2_Name,Prediction_Score,Predicted_Type_Index,Predicted_Type_Name,Interaction_Translation,True_Type_Index,True_Type_Name,Match
DB01026,Ketoconazole,DB05351,Dexlansoprazole,0.9199548363685608,47,Type_47,The metabolism of Dexlansoprazole can be decreased when combined with Ketoconazole.,75,Type_75,No
DB00285,Venlafaxine,DB00412,Rosiglitazone,0.9782971143722534,47,Type_47,The metabolism of Rosiglitazone can be decreased when combined with Venlafaxine.,9,Type_9,No
DB01182,Propafenone,DB01201,Rifapentine,0.9307004809379578,4,Type_4,The metabolism of Rifapentine can be increased when combined with Propafenone.,75,Type_75,No
DB06654,Safinamide,DB09291,Rolapitant,0.9814132452011108,47,Type_47,The metabolism of Rolapitant can be decreased when combined with Safinamide.,73,Type_73,No
DB00661,Verapamil,DB01041,Thalidomide,0.909660279750824,47,Type_47,The metabolism of Thalidomide can be decreased when combined with Verapamil.,49,Type_49,No
DB01392,Yohimbine,DB01588,Prazepam,0.7282086610794067,47,Type_47,The metabolism of Prazepam can be decreased when combined with Yohimbine.,70,Type_70,No
DB00776,Oxcarbazepine,DB09065,Cobicistat,0.8077037334442139,73,Type_73,The serum concentration of Cobicistat can be increased when it is combined with Oxcarbazepine.,75,Type_75,No
DB01201,Rifapentine,DB09235,Efonidipine,0.7907456755638123,4,Type_4,The metabolism of Efonidipine can be increased when combined with Rifapentine.,75,Type_75,No
DB00734,Risperidone,DB01020,Isosorbide mononitrate,0.8900655508041382,49,Type_49,The risk or severity of adverse effects can be increased when Risperidone is combined with Isosorbide mononitrate.,60,Type_60,No
DB00834,Mifepristone,DB01591,Solifenacin,0.7322658896446228,73,Type_73,The serum concentration of Solifenacin can be increased when it is combined with Mifepristone.,20,Type_20,No
DB04861,Nebivolol,DB06700,Desvenlafaxine,0.8925959467887878,73,Type_73,The serum concentration of Desvenlafaxine can be increased when it is combined with Nebivolol.,85,Type_85,No
DB01156,Bupropion,DB09053,Ibrutinib,0.7566524744033813,73,Type_73,The serum concentration of Ibrutinib can be increased when it is combined with Bupropion.,47,Type_47,No
DB00972,Azelastine,DB01395,Drospirenone,0.8656243681907654,73,Type_73,The serum concentration of Drospirenone can be increased when it is combined with Azelastine.,68,Type_68,No
DB01201,Rifapentine,DB09078,Lenvatinib,0.746040940284729,75,Type_75,The serum concentration of Lenvatinib can be decreased when it is combined with Rifapentine.,4,Type_4,No
DB00652,Pentazocine,DB09049,Naloxegol,0.9959890246391296,73,Type_73,The serum concentration of Naloxegol can be increased when it is combined with Pentazocine.,49,Type_49,No
DB01104,Sertraline,DB06203,Alogliptin,0.7661331295967102,9,Type_9,Sertraline may increase the hypoglycemic activities of Alogliptin.,47,Type_47,No
DB00320,Dihydroergotamine,DB11586,Asunaprevir,0.7873117327690125,47,Type_47,The metabolism of Asunaprevir can be decreased when combined with Dihydroergotamine.,73,Type_73,No
DB00564,Carbamazepine,DB04908,Flibanserin,0.8669818043708801,49,Type_49,The risk or severity of adverse effects can be increased when Carbamazepine is combined with Flibanserin.,75,Type_75,No
DB00246,Ziprasidone,DB01169,Arsenic trioxide,0.7771517038345337,20,Type_20,Ziprasidone may increase the QTc-prolonging activities of Arsenic trioxide.,33,Type_33,No
DB00643,Mebendazole,DB01611,Hydroxychloroquine,0.7374899983406067,47,Type_47,The metabolism of Hydroxychloroquine can be decreased when combined with Mebendazole.,75,Type_75,No
DB01299,Sulfadoxine,DB09214,Dexketoprofen,0.7388623952865601,73,Type_73,The serum concentration of Dexketoprofen can be increased when it is combined with Sulfadoxine.,49,Type_49,No
DB01609,Deferasirox,DB06616,Bosutinib,0.7650216817855835,73,Type_73,The serum concentration of Bosutinib can be increased when it is combined with Deferasirox.,75,Type_75,No
DB00268,Ropinirole,DB00335,Atenolol,0.7058027982711792,49,Type_49,The risk or severity of adverse effects can be increased when Ropinirole is combined with Atenolol.,25,Type_25,No
DB00196,Fluconazole,DB09083,Ivabradine,0.7777794599533081,20,Type_20,Fluconazole may increase the QTc-prolonging activities of Ivabradine.,73,Type_73,No
DB00751,Epinastine,DB08814,Triflusal,0.7076900005340576,53,Type_53,Epinastine may increase the antiplatelet activities of Triflusal.,6,Type_6,No
DB01407,Clenbuterol,DB09245,Toloxatone,0.9040254950523376,71,Type_71,Clenbuterol may increase the hypertensive activities of Toloxatone.,49,Type_49,No
DB00695,Furosemide,DB09026,Aliskiren,0.909392774105072,49,Type_49,The risk or severity of adverse effects can be increased when Furosemide is combined with Aliskiren.,75,Type_75,No
DB01247,Isocarboxazid,DB01355,Hexobarbital,0.8829290270805359,49,Type_49,The risk or severity of adverse effects can be increased when Isocarboxazid is combined with Hexobarbital.,60,Type_60,No
DB00318,Codeine,DB12332,Rucaparib,0.9075493812561035,47,Type_47,The metabolism of Rucaparib can be decreased when combined with Codeine.,70,Type_70,No
DB00270,Isradipine,DB08815,Lurasidone,0.8020409941673279,20,Type_20,Isradipine may increase the QTc-prolonging activities of Lurasidone.,73,Type_73,No
DB01577,Metamfetamine,DB06148,Mianserin,0.7632933855056763,76,Type_76,Metamfetamine may decrease the sedative activities of Mianserin.,70,Type_70,No
DB01205,Flumazenil,DB09034,Suvorexant,0.8869644999504089,16,Type_16,Flumazenil may increase the central nervous system depressant (CNS depressant) activities of Suvorexant.,76,Type_76,No
DB00601,Linezolid,DB01267,Paliperidone,0.8181237578392029,64,Type_64,Linezolid may increase the serotonergic activities of Paliperidone.,49,Type_49,No
DB00202,Succinylcholine,DB00805,Minaprine,0.7099827527999878,70,Type_70,The therapeutic efficacy of Minaprine can be decreased when used in combination with Succinylcholine.,73,Type_73,No
DB00861,Diflunisal,DB01088,Iloprost,0.9322371482849121,70,Type_70,The therapeutic efficacy of Iloprost can be decreased when used in combination with Diflunisal.,49,Type_49,No
DB01220,Rifaximin,DB01340,Cilazapril,0.8958226442337036,75,Type_75,The serum concentration of Cilazapril can be decreased when it is combined with Rifaximin.,73,Type_73,No
DB00091,Cyclosporine,DB08873,Boceprevir,0.8377296328544617,47,Type_47,The metabolism of Boceprevir can be decreased when combined with Cyclosporine.,73,Type_73,No
DB01429,Aprindine,DB05812,Abiraterone,0.9473598599433899,47,Type_47,The metabolism of Abiraterone can be decreased when combined with Aprindine.,73,Type_73,No
DB00334,Olanzapine,DB01233,Metoclopramide,0.7080920338630676,20,Type_20,Olanzapine may increase the QTc-prolonging activities of Metoclopramide.,49,Type_49,No
DB00333,Methadone,DB00794,Primidone,0.7134078741073608,4,Type_4,The metabolism of Primidone can be increased when combined with Methadone.,75,Type_75,No
DB00622,Nicardipine,DB01065,Melatonin,0.8349993228912354,47,Type_47,The metabolism of Melatonin can be decreased when combined with Nicardipine.,37,Type_37,No
DB00641,Simvastatin,DB01238,Aripiprazole,0.942236065864563,73,Type_73,The serum concentration of Aripiprazole can be increased when it is combined with Simvastatin.,75,Type_75,No
DB00872,Conivaptan,DB06702,Fesoterodine,0.8751890063285828,77,Type_77,The serum concentration of the active metabolites of Fesoterodine can be increased when Fesoterodine is used in combination with Conivaptan.,73,Type_73,No
DB00199,Erythromycin,DB01200,Bromocriptine,0.7736983299255371,47,Type_47,The metabolism of Bromocriptine can be decreased when combined with Erythromycin.,73,Type_73,No
DB01118,Amiodarone,DB08901,Ponatinib,0.8855116963386536,47,Type_47,The metabolism of Ponatinib can be decreased when combined with Amiodarone.,73,Type_73,No
DB08864,Rilpivirine,DB09119,Eslicarbazepine acetate,0.9674792289733887,73,Type_73,The serum concentration of Eslicarbazepine acetate can be increased when it is combined with Rilpivirine.,75,Type_75,No
DB00035,Desmopressin,DB08984,Etofenamate,0.7784155607223511,70,Type_70,The therapeutic efficacy of Etofenamate can be decreased when used in combination with Desmopressin.,49,Type_49,No
DB00454,Meperidine,DB01351,Amobarbital,0.9676859378814697,49,Type_49,The risk or severity of adverse effects can be increased when Meperidine is combined with Amobarbital.,16,Type_16,No
DB01357,Mestranol,DB06203,Alogliptin,0.7371201515197754,70,Type_70,The therapeutic efficacy of Alogliptin can be decreased when used in combination with Mestranol.,75,Type_75,No
DB00697,Tizanidine,DB00806,Pentoxifylline,0.7486394047737122,60,Type_60,Tizanidine may increase the hypotensive activities of Pentoxifylline.,73,Type_73,No
DB01045,Rifampicin,DB01120,Gliclazide,0.8157863020896912,4,Type_4,The metabolism of Gliclazide can be increased when combined with Rifampicin.,75,Type_75,No
DB00243,Ranolazine,DB00497,Oxycodone,0.7097204327583313,47,Type_47,The metabolism of Oxycodone can be decreased when combined with Ranolazine.,49,Type_49,No
DB01228,Encainide,DB01264,Darunavir,0.9784325361251831,47,Type_47,The metabolism of Darunavir can be decreased when combined with Encainide.,73,Type_73,No
DB01017,Minocycline,DB06153,Pizotifen,0.9338860511779785,49,Type_49,The risk or severity of adverse effects can be increased when Minocycline is combined with Pizotifen.,16,Type_16,No
DB00679,Thioridazine,DB00850,Perphenazine,0.7283434271812439,49,Type_49,The risk or severity of adverse effects can be increased when Thioridazine is combined with Perphenazine.,73,Type_73,No
DB00908,Quinidine,DB09280,Lumacaftor,0.7742980718612671,75,Type_75,The serum concentration of Lumacaftor can be decreased when it is combined with Quinidine.,73,Type_73,No
DB00503,Ritonavir,DB01175,Escitalopram,0.7445032000541687,47,Type_47,The metabolism of Escitalopram can be decreased when combined with Ritonavir.,20,Type_20,No
DB00679,Thioridazine,DB00889,Granisetron,0.9405179023742676,20,Type_20,Thioridazine may increase the QTc-prolonging activities of Granisetron.,73,Type_73,No
DB00457,Prazosin,DB09280,Lumacaftor,0.7378953099250793,73,Type_73,The serum concentration of Lumacaftor can be increased when it is combined with Prazosin.,75,Type_75,No
DB04871,Lorcaserin,DB06267,Udenafil,0.9763486385345459,47,Type_47,The metabolism of Udenafil can be decreased when combined with Lorcaserin.,49,Type_49,No
DB01037,Selegiline,DB09065,Cobicistat,0.7407697439193726,73,Type_73,The serum concentration of Cobicistat can be increased when it is combined with Selegiline.,47,Type_47,No
DB00006,Bivalirudin,DB01211,Clarithromycin,0.7484238743782043,47,Type_47,The metabolism of Clarithromycin can be decreased when combined with Bivalirudin.,70,Type_70,No
DB01264,Darunavir,DB08865,Crizotinib,0.7136756777763367,47,Type_47,The metabolism of Crizotinib can be decreased when combined with Darunavir.,73,Type_73,No
DB00324,Fluorometholone,DB06335,Saxagliptin,0.8678815364837646,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Fluorometholone.,75,Type_75,No
DB06264,Tolperisone,DB06290,Simeprevir,0.9740361571311951,73,Type_73,The serum concentration of Simeprevir can be increased when it is combined with Tolperisone.,47,Type_47,No
DB01126,Dutasteride,DB08873,Boceprevir,0.825951099395752,47,Type_47,The metabolism of Boceprevir can be decreased when combined with Dutasteride.,73,Type_73,No
DB00203,Sildenafil,DB01198,Zopiclone,0.9126039147377014,47,Type_47,The metabolism of Zopiclone can be decreased when combined with Sildenafil.,73,Type_73,No
DB00268,Ropinirole,DB09039,Eliglustat,0.8931742906570435,47,Type_47,The metabolism of Eliglustat can be decreased when combined with Ropinirole.,73,Type_73,No
DB01223,Aminophylline,DB01351,Amobarbital,0.8064789175987244,70,Type_70,The therapeutic efficacy of Amobarbital can be decreased when used in combination with Aminophylline.,75,Type_75,No
DB00751,Epinastine,DB06616,Bosutinib,0.8410558700561523,73,Type_73,The serum concentration of Bosutinib can be increased when it is combined with Epinastine.,75,Type_75,No
DB00673,Aprepitant,DB06413,Armodafinil,0.8317286372184753,73,Type_73,The serum concentration of Armodafinil can be increased when it is combined with Aprepitant.,47,Type_47,No
DB01023,Felodipine,DB12267,Brigatinib,0.8474597334861755,47,Type_47,The metabolism of Brigatinib can be decreased when combined with Felodipine.,75,Type_75,No
DB01184,Domperidone,DB04844,Tetrabenazine,0.9289331436157227,20,Type_20,Domperidone may increase the QTc-prolonging activities of Tetrabenazine.,33,Type_33,No
DB00184,Nicotine,DB01264,Darunavir,0.8604500889778137,47,Type_47,The metabolism of Darunavir can be decreased when combined with Nicotine.,73,Type_73,No
DB00661,Verapamil,DB01181,Ifosfamide,0.8898016810417175,47,Type_47,The metabolism of Ifosfamide can be decreased when combined with Verapamil.,11,Type_11,No
DB00501,Cimetidine,DB06637,Dalfampridine,0.8623119592666626,47,Type_47,The metabolism of Dalfampridine can be decreased when combined with Cimetidine.,73,Type_73,No
DB00673,Aprepitant,DB00682,Warfarin,0.9259123206138611,73,Type_73,The serum concentration of Warfarin can be increased when it is combined with Aprepitant.,75,Type_75,No
DB00482,Celecoxib,DB00502,Haloperidol,0.9672594666481018,47,Type_47,The metabolism of Haloperidol can be decreased when combined with Celecoxib.,49,Type_49,No
DB00503,Ritonavir,DB00635,Prednisone,0.9265101552009583,47,Type_47,The metabolism of Prednisone can be decreased when combined with Ritonavir.,73,Type_73,No
DB00907,Cocaine,DB06684,Vilazodone,0.8451661467552185,49,Type_49,The risk or severity of adverse effects can be increased when Cocaine is combined with Vilazodone.,47,Type_47,No
DB00599,Thiopental,DB00924,Cyclobenzaprine,0.7949504256248474,49,Type_49,The risk or severity of adverse effects can be increased when Thiopental is combined with Cyclobenzaprine.,4,Type_4,No
DB00239,Oxiconazole,DB00661,Verapamil,0.7954425811767578,47,Type_47,The metabolism of Verapamil can be decreased when combined with Oxiconazole.,49,Type_49,No
DB00537,Ciprofloxacin,DB06589,Pazopanib,0.8407469987869263,20,Type_20,Ciprofloxacin may increase the QTc-prolonging activities of Pazopanib.,73,Type_73,No
DB00813,Fentanyl,DB00904,Ondansetron,0.9705641269683838,49,Type_49,The risk or severity of adverse effects can be increased when Fentanyl is combined with Ondansetron.,64,Type_64,No
DB00908,Quinidine,DB01224,Quetiapine,0.8166413903236389,20,Type_20,Quinidine may increase the QTc-prolonging activities of Quetiapine.,47,Type_47,No
DB00730,Thiabendazole,DB09330,Osimertinib,0.9700608253479004,73,Type_73,The serum concentration of Osimertinib can be increased when it is combined with Thiabendazole.,75,Type_75,No
DB00215,Citalopram,DB00805,Minaprine,0.8145312666893005,9,Type_9,Citalopram may increase the hypoglycemic activities of Minaprine.,47,Type_47,No
DB00575,Clonidine,DB08815,Lurasidone,0.8312728404998779,60,Type_60,Clonidine may increase the hypotensive activities of Lurasidone.,49,Type_49,No
DB00679,Thioridazine,DB00950,Fexofenadine,0.9265502691268921,49,Type_49,The risk or severity of adverse effects can be increased when Thioridazine is combined with Fexofenadine.,73,Type_73,No
DB00257,Clotrimazole,DB00528,Lercanidipine,0.8138850331306458,47,Type_47,The metabolism of Lercanidipine can be decreased when combined with Clotrimazole.,49,Type_49,No
DB00503,Ritonavir,DB00690,Flurazepam,0.9019792079925537,47,Type_47,The metabolism of Flurazepam can be decreased when combined with Ritonavir.,73,Type_73,No
DB00470,Dronabinol,DB01241,Gemfibrozil,0.7135769128799438,47,Type_47,The metabolism of Gemfibrozil can be decreased when combined with Dronabinol.,73,Type_73,No
DB01149,Nefazodone,DB01622,Thioproperazine,0.849340558052063,73,Type_73,The serum concentration of Thioproperazine can be increased when it is combined with Nefazodone.,49,Type_49,No
DB00035,Desmopressin,DB00210,Adapalene,0.8509253859519958,70,Type_70,The therapeutic efficacy of Adapalene can be decreased when used in combination with Desmopressin.,49,Type_49,No
DB00571,Propranolol,DB01242,Clomipramine,0.8262377977371216,47,Type_47,The metabolism of Clomipramine can be decreased when combined with Propranolol.,49,Type_49,No
DB00243,Ranolazine,DB00862,Vardenafil,0.7606766819953918,73,Type_73,The serum concentration of Vardenafil can be increased when it is combined with Ranolazine.,47,Type_47,No
DB01183,Naloxone,DB09280,Lumacaftor,0.8482053279876709,4,Type_4,The metabolism of Lumacaftor can be increased when combined with Naloxone.,73,Type_73,No
DB00757,Dolasetron,DB00908,Quinidine,0.8069807291030884,20,Type_20,Dolasetron may increase the QTc-prolonging activities of Quinidine.,47,Type_47,No
DB08860,Pitavastatin,DB09120,Zucapsaicin,0.7314066290855408,47,Type_47,The metabolism of Zucapsaicin can be decreased when combined with Pitavastatin.,73,Type_73,No
DB00486,Nabilone,DB08918,Levomilnacipran,0.9226218461990356,85,Type_85,Nabilone may increase the tachycardic activities of Levomilnacipran.,49,Type_49,No
DB00484,Brimonidine,DB01175,Escitalopram,0.9131761789321899,85,Type_85,Brimonidine may increase the tachycardic activities of Escitalopram.,49,Type_49,No
DB00188,Bortezomib,DB01264,Darunavir,0.7580648064613342,47,Type_47,The metabolism of Darunavir can be decreased when combined with Bortezomib.,73,Type_73,No
DB00370,Mirtazapine,DB06589,Pazopanib,0.7904439568519592,73,Type_73,The serum concentration of Pazopanib can be increased when it is combined with Mirtazapine.,20,Type_20,No
DB00555,Lamotrigine,DB00625,Efavirenz,0.9713931083679199,49,Type_49,The risk or severity of adverse effects can be increased when Lamotrigine is combined with Efavirenz.,75,Type_75,No
DB00904,Ondansetron,DB04953,Ezogabine,0.9411893486976624,49,Type_49,The risk or severity of adverse effects can be increased when Ondansetron is combined with Ezogabine.,20,Type_20,No
DB00468,Quinine,DB01426,Ajmaline,0.9060221314430237,20,Type_20,Quinine may increase the QTc-prolonging activities of Ajmaline.,47,Type_47,No
DB00332,Ipratropium,DB08893,Mirabegron,0.8135807514190674,47,Type_47,The metabolism of Mirabegron can be decreased when combined with Ipratropium.,49,Type_49,No
DB01012,Cinacalcet,DB09167,Dosulepin,0.8712790012359619,47,Type_47,The metabolism of Dosulepin can be decreased when combined with Cinacalcet.,73,Type_73,No
DB00285,Venlafaxine,DB00914,Phenformin,0.7669350504875183,9,Type_9,Venlafaxine may increase the hypoglycemic activities of Phenformin.,47,Type_47,No
DB00682,Warfarin,DB06717,Fosaprepitant,0.7859784960746765,73,Type_73,The serum concentration of Fosaprepitant can be increased when it is combined with Warfarin.,75,Type_75,No
DB00233,Aminosalicylic acid,DB01014,Balsalazide,0.9109565615653992,49,Type_49,The risk or severity of adverse effects can be increased when Aminosalicylic acid is combined with Balsalazide.,6,Type_6,No
DB00946,Phenprocoumon,DB09030,Vorapaxar,0.8156100511550903,6,Type_6,Phenprocoumon may increase the anticoagulant activities of Vorapaxar.,49,Type_49,No
DB00661,Verapamil,DB08916,Afatinib,0.8737091422080994,73,Type_73,The serum concentration of Afatinib can be increased when it is combined with Verapamil.,75,Type_75,No
DB06335,Saxagliptin,DB09270,Ubidecarenone,0.7280665040016174,73,Type_73,The serum concentration of Ubidecarenone can be increased when it is combined with Saxagliptin.,8,Type_8,No
DB00653,Magnesium sulfate,DB06817,Raltegravir,0.9606817960739136,73,Type_73,The serum concentration of Raltegravir can be increased when it is combined with Magnesium sulfate.,75,Type_75,No
DB00227,Lovastatin,DB06228,Rivaroxaban,0.7305287718772888,47,Type_47,The metabolism of Rivaroxaban can be decreased when combined with Lovastatin.,73,Type_73,No
DB00661,Verapamil,DB01397,Magnesium salicylate,0.7329035997390747,73,Type_73,The serum concentration of Magnesium salicylate can be increased when it is combined with Verapamil.,49,Type_49,No
DB05521,Telaprevir,DB09091,Tixocortol,0.896622359752655,73,Type_73,The serum concentration of Tixocortol can be increased when it is combined with Telaprevir.,75,Type_75,No
DB00283,Clemastine,DB00962,Zaleplon,0.7337062358856201,49,Type_49,The risk or severity of adverse effects can be increased when Clemastine is combined with Zaleplon.,47,Type_47,No
DB01252,Mitiglinide,DB06791,Lanreotide,0.8046867847442627,9,Type_9,Mitiglinide may increase the hypoglycemic activities of Lanreotide.,70,Type_70,No
DB00755,Tretinoin,DB01029,Irbesartan,0.8980849981307983,49,Type_49,The risk or severity of adverse effects can be increased when Tretinoin is combined with Irbesartan.,47,Type_47,No
DB00700,Eplerenone,DB00794,Primidone,0.7824872136116028,60,Type_60,Eplerenone may increase the hypotensive activities of Primidone.,4,Type_4,No
DB00661,Verapamil,DB01184,Domperidone,0.8455346822738647,47,Type_47,The metabolism of Domperidone can be decreased when combined with Verapamil.,73,Type_73,No
DB00363,Clozapine,DB00865,Benzphetamine,0.7827497124671936,47,Type_47,The metabolism of Benzphetamine can be decreased when combined with Clozapine.,61,Type_61,No
DB00889,Granisetron,DB01118,Amiodarone,0.8419882655143738,20,Type_20,Granisetron may increase the QTc-prolonging activities of Amiodarone.,47,Type_47,No
DB00266,Dicoumarol,DB00673,Aprepitant,0.9454476237297058,73,Type_73,The serum concentration of Aprepitant can be increased when it is combined with Dicoumarol.,4,Type_4,No
DB00734,Risperidone,DB06288,Amisulpride,0.9505302309989929,49,Type_49,The risk or severity of adverse effects can be increased when Risperidone is combined with Amisulpride.,36,Type_36,No
DB00877,Sirolimus,DB01167,Itraconazole,0.8064442276954651,47,Type_47,The metabolism of Itraconazole can be decreased when combined with Sirolimus.,73,Type_73,No
DB00215,Citalopram,DB00628,Clorazepic acid,0.7011935710906982,47,Type_47,The metabolism of Clorazepic acid can be decreased when combined with Citalopram.,49,Type_49,No
DB00471,Montelukast,DB01241,Gemfibrozil,0.9719703793525696,47,Type_47,The metabolism of Gemfibrozil can be decreased when combined with Montelukast.,73,Type_73,No
DB09220,Nicorandil,DB09289,Tianeptine,0.7912443280220032,49,Type_49,The risk or severity of adverse effects can be increased when Nicorandil is combined with Tianeptine.,60,Type_60,No
DB00912,Repaglinide,DB01076,Atorvastatin,0.717719316482544,9,Type_9,Repaglinide may increase the hypoglycemic activities of Atorvastatin.,49,Type_49,No
DB04920,Clevidipine,DB08864,Rilpivirine,0.7795776128768921,73,Type_73,The serum concentration of Rilpivirine can be increased when it is combined with Clevidipine.,75,Type_75,No
DB06335,Saxagliptin,DB09074,Olaparib,0.7333278059959412,47,Type_47,The metabolism of Olaparib can be decreased when combined with Saxagliptin.,73,Type_73,No
DB00699,Nicergoline,DB01118,Amiodarone,0.8696198463439941,49,Type_49,The risk or severity of adverse effects can be increased when Nicergoline is combined with Amiodarone.,47,Type_47,No
DB06791,Lanreotide,DB09063,Ceritinib,0.7343314290046692,73,Type_73,The serum concentration of Ceritinib can be increased when it is combined with Lanreotide.,54,Type_54,No
DB00497,Oxycodone,DB00976,Telithromycin,0.7865520119667053,47,Type_47,The metabolism of Telithromycin can be decreased when combined with Oxycodone.,49,Type_49,No
DB00589,Lisuride,DB00622,Nicardipine,0.843561053276062,49,Type_49,The risk or severity of adverse effects can be increased when Lisuride is combined with Nicardipine.,47,Type_47,No
DB00343,Diltiazem,DB01100,Pimozide,0.7042375206947327,47,Type_47,The metabolism of Pimozide can be decreased when combined with Diltiazem.,73,Type_73,No
DB00433,Prochlorperazine,DB06288,Amisulpride,0.7256779074668884,49,Type_49,The risk or severity of adverse effects can be increased when Prochlorperazine is combined with Amisulpride.,36,Type_36,No
DB01184,Domperidone,DB06216,Asenapine,0.8841585516929626,20,Type_20,Domperidone may increase the QTc-prolonging activities of Asenapine.,33,Type_33,No
DB00412,Rosiglitazone,DB01319,Fosamprenavir,0.9069560766220093,47,Type_47,The metabolism of Fosamprenavir can be decreased when combined with Rosiglitazone.,70,Type_70,No
DB01149,Nefazodone,DB01597,Cilastatin,0.7999548316001892,47,Type_47,The metabolism of Cilastatin can be decreased when combined with Nefazodone.,73,Type_73,No
DB00528,Lercanidipine,DB00976,Telithromycin,0.7877435684204102,47,Type_47,The metabolism of Telithromycin can be decreased when combined with Lercanidipine.,73,Type_73,No
DB00268,Ropinirole,DB00977,Ethinylestradiol,0.8208504319190979,47,Type_47,The metabolism of Ethinylestradiol can be decreased when combined with Ropinirole.,73,Type_73,No
DB00346,Alfuzosin,DB06267,Udenafil,0.8637589812278748,10,Type_10,Alfuzosin may increase the antihypertensive activities of Udenafil.,60,Type_60,No
DB00239,Oxiconazole,DB06414,Etravirine,0.7371307611465454,47,Type_47,The metabolism of Etravirine can be decreased when combined with Oxiconazole.,73,Type_73,No
DB00216,Eletriptan,DB00908,Quinidine,0.7138929963111877,64,Type_64,Eletriptan may increase the serotonergic activities of Quinidine.,47,Type_47,No
DB00285,Venlafaxine,DB09166,Etizolam,0.7504521608352661,47,Type_47,The metabolism of Etizolam can be decreased when combined with Venlafaxine.,49,Type_49,No
DB00346,Alfuzosin,DB00598,Labetalol,0.7536113858222961,30,Type_30,Alfuzosin may increase the orthostatic hypotensive activities of Labetalol.,60,Type_60,No
DB00215,Citalopram,DB04844,Tetrabenazine,0.920166552066803,20,Type_20,Citalopram may increase the QTc-prolonging activities of Tetrabenazine.,47,Type_47,No
DB00203,Sildenafil,DB06207,Silodosin,0.9398136138916016,73,Type_73,The serum concentration of Silodosin can be increased when it is combined with Sildenafil.,60,Type_60,No
DB09054,Idelalisib,DB09166,Etizolam,0.8520607352256775,47,Type_47,The metabolism of Etizolam can be decreased when combined with Idelalisib.,73,Type_73,No
DB01116,Trimethaphan,DB01580,Oxprenolol,0.7549512982368469,10,Type_10,Trimethaphan may increase the antihypertensive activities of Oxprenolol.,60,Type_60,No
DB00976,Telithromycin,DB06176,Romidepsin,0.7419342398643494,47,Type_47,The metabolism of Romidepsin can be decreased when combined with Telithromycin.,73,Type_73,No
DB01184,Domperidone,DB04946,Iloperidone,0.8535974621772766,20,Type_20,Domperidone may increase the QTc-prolonging activities of Iloperidone.,33,Type_33,No
DB00320,Dihydroergotamine,DB01214,Metipranolol,0.9465867280960083,25,Type_25,Dihydroergotamine may increase the atrioventricular blocking (AV block) activities of Metipranolol.,19,Type_19,No
DB00283,Clemastine,DB01198,Zopiclone,0.747582197189331,47,Type_47,The metabolism of Zopiclone can be decreased when combined with Clemastine.,73,Type_73,No
DB00476,Duloxetine,DB01174,Phenobarbital,0.8400107622146606,4,Type_4,The metabolism of Phenobarbital can be increased when combined with Duloxetine.,49,Type_49,No
DB00312,Pentobarbital,DB00635,Prednisone,0.7441621422767639,4,Type_4,The metabolism of Prednisone can be increased when combined with Pentobarbital.,75,Type_75,No
DB01708,Prasterone,DB09280,Lumacaftor,0.780228853225708,75,Type_75,The serum concentration of Lumacaftor can be decreased when it is combined with Prasterone.,4,Type_4,No
DB00476,Duloxetine,DB01297,Practolol,0.9573795795440674,30,Type_30,Duloxetine may increase the orthostatic hypotensive activities of Practolol.,73,Type_73,No
DB01240,Epoprostenol,DB09204,Arotinolol,0.8418852686882019,30,Type_30,Epoprostenol may increase the orthostatic hypotensive activities of Arotinolol.,49,Type_49,No
DB00204,Dofetilide,DB00246,Ziprasidone,0.9238613247871399,33,Type_33,The risk or severity of QTc prolongation can be increased when Dofetilide is combined with Ziprasidone.,73,Type_73,No
DB00252,Phenytoin,DB08880,Teriflunomide,0.9549001455307007,75,Type_75,The serum concentration of Teriflunomide can be decreased when it is combined with Phenytoin.,47,Type_47,No
DB00933,Mesoridazine,DB01242,Clomipramine,0.7833728790283203,49,Type_49,The risk or severity of adverse effects can be increased when Mesoridazine is combined with Clomipramine.,47,Type_47,No
DB00514,Dextromethorphan,DB00757,Dolasetron,0.8361995220184326,47,Type_47,The metabolism of Dolasetron can be decreased when combined with Dextromethorphan.,64,Type_64,No
DB01264,Darunavir,DB06217,Vernakalant,0.9621415138244629,47,Type_47,The metabolism of Vernakalant can be decreased when combined with Darunavir.,73,Type_73,No
DB00674,Galantamine,DB04896,Milnacipran,0.8401538133621216,49,Type_49,The risk or severity of adverse effects can be increased when Galantamine is combined with Milnacipran.,47,Type_47,No
DB00758,Clopidogrel,DB00806,Pentoxifylline,0.9032061100006104,6,Type_6,Clopidogrel may increase the anticoagulant activities of Pentoxifylline.,53,Type_53,No
DB00871,Terbutaline,DB01175,Escitalopram,0.8710733652114868,49,Type_49,The risk or severity of adverse effects can be increased when Terbutaline is combined with Escitalopram.,20,Type_20,No
DB01624,Zuclopenthixol,DB09074,Olaparib,0.8325252532958984,47,Type_47,The metabolism of Olaparib can be decreased when combined with Zuclopenthixol.,73,Type_73,No
DB00412,Rosiglitazone,DB00864,Tacrolimus,0.8127447962760925,47,Type_47,The metabolism of Tacrolimus can be decreased when combined with Rosiglitazone.,70,Type_70,No
