Drug1_ID,Drug1_Name,Drug2_ID,Drug2_Name,Prediction_Score,Predicted_Type_Index,Predicted_Type_Name,Interaction_Translation,True_Type_Index,True_Type_Name,Match
DB00673,Aprepitant,DB01355,Hexobarbital,0.4892357289791107,4,Type_4,The metabolism of Hexobarbital can be increased when combined with Aprepitant.,73,Type_73,No
DB00175,Pravastatin,DB00647,Dextropropoxyphene,0.49493926763534546,47,Type_47,The metabolism of Dextropropoxyphene can be decreased when combined with Pravastatin.,73,Type_73,No
DB00176,Fluvoxamine,DB00559,Bosentan,0.48933520913124084,73,Type_73,The serum concentration of Bosentan can be increased when it is combined with Fluvoxamine.,73,Type_73,Yes
DB01104,Sertraline,DB01295,Bevantolol,0.465379923582077,73,Type_73,The serum concentration of Bevantolol can be increased when it is combined with Sertraline.,73,Type_73,Yes
DB01166,Cilostazol,DB01601,Lopinavir,0.4584724009037018,73,Type_73,The serum concentration of Lopinavir can be increased when it is combined with Cilostazol.,73,Type_73,Yes
DB00458,Imipramine,DB09204,Arotinolol,0.49883946776390076,73,Type_73,The serum concentration of Arotinolol can be increased when it is combined with Imipramine.,49,Type_49,No
DB00472,Fluoxetine,DB01295,Bevantolol,0.32829174399375916,73,Type_73,The serum concentration of Bevantolol can be increased when it is combined with Fluoxetine.,73,Type_73,Yes
DB00313,Valproic acid,DB00752,Tranylcypromine,0.4600810408592224,49,Type_49,The risk or severity of adverse effects can be increased when Valproic acid is combined with Tranylcypromine.,49,Type_49,Yes
DB00502,Haloperidol,DB08909,Glycerol phenylbutyrate,0.4326418936252594,49,Type_49,The risk or severity of adverse effects can be increased when Haloperidol is combined with Glycerol phenylbutyrate.,70,Type_70,No
DB00661,Verapamil,DB01348,Spirapril,0.4500771462917328,49,Type_49,The risk or severity of adverse effects can be increased when Verapamil is combined with Spirapril.,47,Type_47,No
DB00987,Cytarabine,DB01097,Leflunomide,0.4637736678123474,47,Type_47,The metabolism of Leflunomide can be decreased when combined with Cytarabine.,49,Type_49,No
DB00751,Epinastine,DB00972,Azelastine,0.3621937334537506,76,Type_76,Epinastine may decrease the sedative activities of Azelastine.,53,Type_53,No
DB00564,Carbamazepine,DB00651,Dyphylline,0.30339157581329346,70,Type_70,The therapeutic efficacy of Dyphylline can be decreased when used in combination with Carbamazepine.,75,Type_75,No
DB00243,Ranolazine,DB00283,Clemastine,0.44686099886894226,73,Type_73,The serum concentration of Clemastine can be increased when it is combined with Ranolazine.,73,Type_73,Yes
DB01044,Gatifloxacin,DB01223,Aminophylline,0.32244259119033813,70,Type_70,The therapeutic efficacy of Aminophylline can be decreased when used in combination with Gatifloxacin.,47,Type_47,No
DB00257,Clotrimazole,DB01320,Fosphenytoin,0.4342668652534485,73,Type_73,The serum concentration of Fosphenytoin can be increased when it is combined with Clotrimazole.,75,Type_75,No
DB00363,Clozapine,DB00568,Cinnarizine,0.4790937006473541,49,Type_49,The risk or severity of adverse effects can be increased when Clozapine is combined with Cinnarizine.,47,Type_47,No
DB00916,Metronidazole,DB00976,Telithromycin,0.49516260623931885,20,Type_20,Metronidazole may increase the QTc-prolonging activities of Telithromycin.,47,Type_47,No
DB01407,Clenbuterol,DB08880,Teriflunomide,0.46232765913009644,75,Type_75,The serum concentration of Teriflunomide can be decreased when it is combined with Clenbuterol.,75,Type_75,Yes
DB08895,Tofacitinib,DB11921,Deflazacort,0.43271633982658386,34,Type_34,Tofacitinib may increase the immunosuppressive activities of Deflazacort.,34,Type_34,Yes
DB00474,Methohexital,DB01229,Paclitaxel,0.4202863574028015,60,Type_60,Methohexital may increase the hypotensive activities of Paclitaxel.,60,Type_60,Yes
DB00312,Pentobarbital,DB01656,Roflumilast,0.4260731339454651,4,Type_4,The metabolism of Roflumilast can be increased when combined with Pentobarbital.,75,Type_75,No
DB00227,Lovastatin,DB12001,Abemaciclib,0.49276912212371826,47,Type_47,The metabolism of Abemaciclib can be decreased when combined with Lovastatin.,47,Type_47,Yes
DB00280,Disopyramide,DB01015,Sulfamethoxazole,0.4335392415523529,20,Type_20,Disopyramide may increase the QTc-prolonging activities of Sulfamethoxazole.,20,Type_20,Yes
DB01200,Bromocriptine,DB01234,Dexamethasone,0.4581923186779022,49,Type_49,The risk or severity of adverse effects can be increased when Bromocriptine is combined with Dexamethasone.,49,Type_49,Yes
DB00184,Nicotine,DB04846,Celiprolol,0.46517619490623474,49,Type_49,The risk or severity of adverse effects can be increased when Nicotine is combined with Celiprolol.,49,Type_49,Yes
DB01242,Clomipramine,DB08880,Teriflunomide,0.48837515711784363,75,Type_75,The serum concentration of Teriflunomide can be decreased when it is combined with Clomipramine.,75,Type_75,Yes
DB00320,Dihydroergotamine,DB01018,Guanfacine,0.45288681983947754,47,Type_47,The metabolism of Guanfacine can be decreased when combined with Dihydroergotamine.,47,Type_47,Yes
DB00641,Simvastatin,DB00864,Tacrolimus,0.35464709997177124,48,Type_48,Simvastatin may increase the myopathic rhabdomyolysis activities of Tacrolimus.,73,Type_73,No
DB00976,Telithromycin,DB06697,Artemether,0.4262714982032776,73,Type_73,The serum concentration of Artemether can be increased when it is combined with Telithromycin.,47,Type_47,No
DB01074,Perhexiline,DB01403,Methotrimeprazine,0.47145143151283264,73,Type_73,The serum concentration of Methotrimeprazine can be increased when it is combined with Perhexiline.,47,Type_47,No
DB00178,Ramipril,DB00454,Meperidine,0.39160382747650146,49,Type_49,The risk or severity of adverse effects can be increased when Ramipril is combined with Meperidine.,49,Type_49,Yes
DB00312,Pentobarbital,DB01068,Clonazepam,0.4897468388080597,4,Type_4,The metabolism of Clonazepam can be increased when combined with Pentobarbital.,4,Type_4,Yes
DB00320,Dihydroergotamine,DB00734,Risperidone,0.46128779649734497,49,Type_49,The risk or severity of adverse effects can be increased when Dihydroergotamine is combined with Risperidone.,47,Type_47,No
DB00738,Pentamidine,DB08918,Levomilnacipran,0.37130507826805115,49,Type_49,The risk or severity of adverse effects can be increased when Pentamidine is combined with Levomilnacipran.,9,Type_9,No
DB00283,Clemastine,DB06603,Panobinostat,0.44905391335487366,73,Type_73,The serum concentration of Panobinostat can be increased when it is combined with Clemastine.,47,Type_47,No
DB00283,Clemastine,DB00934,Maprotiline,0.48366719484329224,49,Type_49,The risk or severity of adverse effects can be increased when Clemastine is combined with Maprotiline.,47,Type_47,No
DB00468,Quinine,DB01261,Sitagliptin,0.47972261905670166,9,Type_9,Quinine may increase the hypoglycemic activities of Sitagliptin.,47,Type_47,No
DB08865,Crizotinib,DB09280,Lumacaftor,0.49149996042251587,73,Type_73,The serum concentration of Lumacaftor can be increased when it is combined with Crizotinib.,75,Type_75,No
DB00908,Quinidine,DB11315,Methscopolamine,0.41212141513824463,2,Type_2,Quinidine may increase the anticholinergic activities of Methscopolamine.,49,Type_49,No
DB01435,Antipyrine,DB01589,Quazepam,0.4965810775756836,49,Type_49,The risk or severity of adverse effects can be increased when Antipyrine is combined with Quazepam.,73,Type_73,No
DB00477,Chlorpromazine,DB00726,Trimipramine,0.32252684235572815,47,Type_47,The metabolism of Trimipramine can be decreased when combined with Chlorpromazine.,20,Type_20,No
DB00199,Erythromycin,DB01403,Methotrimeprazine,0.4422667622566223,20,Type_20,Erythromycin may increase the QTc-prolonging activities of Methotrimeprazine.,20,Type_20,Yes
DB00343,Diltiazem,DB01268,Sunitinib,0.33795735239982605,47,Type_47,The metabolism of Sunitinib can be decreased when combined with Diltiazem.,47,Type_47,Yes
DB00091,Cyclosporine,DB00264,Metoprolol,0.4962811768054962,47,Type_47,The metabolism of Metoprolol can be decreased when combined with Cyclosporine.,73,Type_73,No
DB00498,Phenindione,DB01609,Deferasirox,0.4582441747188568,75,Type_75,The serum concentration of Deferasirox can be decreased when it is combined with Phenindione.,49,Type_49,No
DB00590,Doxazosin,DB00697,Tizanidine,0.35851263999938965,49,Type_49,The risk or severity of adverse effects can be increased when Doxazosin is combined with Tizanidine.,49,Type_49,Yes
DB00682,Warfarin,DB01072,Atazanavir,0.4213685393333435,6,Type_6,Warfarin may increase the anticoagulant activities of Atazanavir.,73,Type_73,No
DB01609,Deferasirox,DB09053,Ibrutinib,0.4973165988922119,73,Type_73,The serum concentration of Ibrutinib can be increased when it is combined with Deferasirox.,75,Type_75,No
DB01104,Sertraline,DB06216,Asenapine,0.41604137420654297,20,Type_20,Sertraline may increase the QTc-prolonging activities of Asenapine.,20,Type_20,Yes
DB00270,Isradipine,DB00559,Bosentan,0.37373054027557373,73,Type_73,The serum concentration of Bosentan can be increased when it is combined with Isradipine.,73,Type_73,Yes
DB00794,Primidone,DB00808,Indapamide,0.4135405123233795,60,Type_60,Primidone may increase the hypotensive activities of Indapamide.,4,Type_4,No
DB00924,Cyclobenzaprine,DB01118,Amiodarone,0.3786441683769226,20,Type_20,Cyclobenzaprine may increase the QTc-prolonging activities of Amiodarone.,47,Type_47,No
DB09244,Pirlindole,DB09289,Tianeptine,0.44777989387512207,49,Type_49,The risk or severity of adverse effects can be increased when Pirlindole is combined with Tianeptine.,49,Type_49,Yes
DB00420,Promazine,DB01264,Darunavir,0.4960116147994995,47,Type_47,The metabolism of Darunavir can be decreased when combined with Promazine.,47,Type_47,Yes
DB01186,Pergolide,DB01263,Posaconazole,0.46183034777641296,49,Type_49,The risk or severity of adverse effects can be increased when Pergolide is combined with Posaconazole.,47,Type_47,No
DB00625,Efavirenz,DB00843,Donepezil,0.49396881461143494,47,Type_47,The metabolism of Donepezil can be decreased when combined with Efavirenz.,47,Type_47,Yes
DB00949,Felbamate,DB04868,Nilotinib,0.44165998697280884,20,Type_20,Felbamate may increase the QTc-prolonging activities of Nilotinib.,20,Type_20,Yes
DB08883,Perampanel,DB09054,Idelalisib,0.4278528094291687,47,Type_47,The metabolism of Idelalisib can be decreased when combined with Perampanel.,47,Type_47,Yes
DB00679,Thioridazine,DB06148,Mianserin,0.28801095485687256,47,Type_47,The metabolism of Mianserin can be decreased when combined with Thioridazine.,73,Type_73,No
DB00881,Quinapril,DB01137,Levofloxacin,0.4703393280506134,49,Type_49,The risk or severity of adverse effects can be increased when Quinapril is combined with Levofloxacin.,75,Type_75,No
DB00498,Phenindione,DB09256,Tegafur,0.4671919047832489,70,Type_70,The therapeutic efficacy of Tegafur can be decreased when used in combination with Phenindione.,73,Type_73,No
DB00625,Efavirenz,DB09270,Ubidecarenone,0.4744206964969635,73,Type_73,The serum concentration of Ubidecarenone can be increased when it is combined with Efavirenz.,73,Type_73,Yes
DB00273,Topiramate,DB06335,Saxagliptin,0.4544481337070465,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Topiramate.,75,Type_75,No
DB00266,Dicoumarol,DB00440,Trimethoprim,0.48112842440605164,47,Type_47,The metabolism of Trimethoprim can be decreased when combined with Dicoumarol.,47,Type_47,Yes
DB00540,Nortriptyline,DB01124,Tolbutamide,0.4236929714679718,73,Type_73,The serum concentration of Tolbutamide can be increased when it is combined with Nortriptyline.,47,Type_47,No
DB00653,Magnesium sulfate,DB01208,Sparfloxacin,0.4934200644493103,49,Type_49,The risk or severity of adverse effects can be increased when Magnesium sulfate is combined with Sparfloxacin.,75,Type_75,No
DB00333,Methadone,DB00641,Simvastatin,0.4414398968219757,73,Type_73,The serum concentration of Simvastatin can be increased when it is combined with Methadone.,47,Type_47,No
DB00477,Chlorpromazine,DB01023,Felodipine,0.48749497532844543,49,Type_49,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Felodipine.,49,Type_49,Yes
DB00476,Duloxetine,DB00753,Isoflurane,0.4642266035079956,30,Type_30,Duloxetine may increase the orthostatic hypotensive activities of Isoflurane.,30,Type_30,Yes
DB00307,Bexarotene,DB01196,Estramustine,0.34019920229911804,75,Type_75,The serum concentration of Estramustine can be decreased when it is combined with Bexarotene.,75,Type_75,Yes
DB00531,Cyclophosphamide,DB00701,Amprenavir,0.3974050283432007,47,Type_47,The metabolism of Amprenavir can be decreased when combined with Cyclophosphamide.,49,Type_49,No
DB00238,Nevirapine,DB00367,Levonorgestrel,0.4009552597999573,4,Type_4,The metabolism of Levonorgestrel can be increased when combined with Nevirapine.,75,Type_75,No
DB00709,Lamivudine,DB00811,Ribavirin,0.4394475817680359,73,Type_73,The serum concentration of Ribavirin can be increased when it is combined with Lamivudine.,80,Type_80,No
DB00252,Phenytoin,DB00400,Griseofulvin,0.40946075320243835,73,Type_73,The serum concentration of Griseofulvin can be increased when it is combined with Phenytoin.,73,Type_73,Yes
DB00904,Ondansetron,DB01224,Quetiapine,0.4707193076610565,20,Type_20,Ondansetron may increase the QTc-prolonging activities of Quetiapine.,49,Type_49,No
DB00682,Warfarin,DB00763,Methimazole,0.3394901752471924,12,Type_12,Warfarin may decrease the anticoagulant activities of Methimazole.,12,Type_12,Yes
DB06210,Eltrombopag,DB12026,Voxilaprevir,0.4978052079677582,47,Type_47,The metabolism of Voxilaprevir can be decreased when combined with Eltrombopag.,73,Type_73,No
DB00333,Methadone,DB04844,Tetrabenazine,0.4843218922615051,20,Type_20,Methadone may increase the QTc-prolonging activities of Tetrabenazine.,47,Type_47,No
DB01095,Fluvastatin,DB05541,Brivaracetam,0.4435805082321167,73,Type_73,The serum concentration of Brivaracetam can be increased when it is combined with Fluvastatin.,47,Type_47,No
DB01136,Carvedilol,DB01224,Quetiapine,0.4645697772502899,49,Type_49,The risk or severity of adverse effects can be increased when Carvedilol is combined with Quetiapine.,49,Type_49,Yes
DB00238,Nevirapine,DB01211,Clarithromycin,0.31637850403785706,73,Type_73,The serum concentration of Clarithromycin can be increased when it is combined with Nevirapine.,77,Type_77,No
DB00503,Ritonavir,DB01403,Methotrimeprazine,0.3978908956050873,73,Type_73,The serum concentration of Methotrimeprazine can be increased when it is combined with Ritonavir.,47,Type_47,No
DB01196,Estramustine,DB13231,Calcium lactate,0.4220813810825348,72,Type_72,Estramustine may decrease the excretion rate of Calcium lactate which could result in a higher serum level.,67,Type_67,No
DB00564,Carbamazepine,DB09280,Lumacaftor,0.49752476811408997,75,Type_75,The serum concentration of Lumacaftor can be decreased when it is combined with Carbamazepine.,73,Type_73,No
DB00418,Secobarbital,DB00530,Erlotinib,0.4881499409675598,4,Type_4,The metabolism of Erlotinib can be increased when combined with Secobarbital.,4,Type_4,Yes
DB00627,Niacin,DB00898,Ethanol,0.48737767338752747,75,Type_75,The serum concentration of Ethanol can be decreased when it is combined with Niacin.,49,Type_49,No
DB00968,Methyldopa,DB08808,Bupranolol,0.39494529366493225,25,Type_25,Methyldopa may increase the atrioventricular blocking (AV block) activities of Bupranolol.,60,Type_60,No
DB00270,Isradipine,DB01396,Digitoxin,0.48347151279449463,47,Type_47,The metabolism of Digitoxin can be decreased when combined with Isradipine.,47,Type_47,Yes
DB00459,Acitretin,DB01395,Drospirenone,0.498473197221756,70,Type_70,The therapeutic efficacy of Drospirenone can be decreased when used in combination with Acitretin.,70,Type_70,Yes
DB01166,Cilostazol,DB01241,Gemfibrozil,0.47305309772491455,47,Type_47,The metabolism of Gemfibrozil can be decreased when combined with Cilostazol.,73,Type_73,No
DB01406,Danazol,DB08907,Canagliflozin,0.28333625197410583,70,Type_70,The therapeutic efficacy of Canagliflozin can be decreased when used in combination with Danazol.,70,Type_70,Yes
DB00678,Losartan,DB01240,Epoprostenol,0.48564863204956055,49,Type_49,The risk or severity of adverse effects can be increased when Losartan is combined with Epoprostenol.,47,Type_47,No
DB01197,Captopril,DB01220,Rifaximin,0.4424229860305786,75,Type_75,The serum concentration of Rifaximin can be decreased when it is combined with Captopril.,73,Type_73,No
DB01028,Methoxyflurane,DB01104,Sertraline,0.49795040488243103,49,Type_49,The risk or severity of adverse effects can be increased when Methoxyflurane is combined with Sertraline.,47,Type_47,No
DB00335,Atenolol,DB00661,Verapamil,0.44676101207733154,49,Type_49,The risk or severity of adverse effects can be increased when Atenolol is combined with Verapamil.,49,Type_49,Yes
DB00796,Candesartan cilexetil,DB01095,Fluvastatin,0.43227729201316833,73,Type_73,The serum concentration of Fluvastatin can be increased when it is combined with Candesartan cilexetil.,47,Type_47,No
DB00819,Acetazolamide,DB01194,Brinzolamide,0.4949164390563965,49,Type_49,The risk or severity of adverse effects can be increased when Acetazolamide is combined with Brinzolamide.,49,Type_49,Yes
DB00834,Mifepristone,DB01174,Phenobarbital,0.4216444194316864,75,Type_75,The serum concentration of Phenobarbital can be decreased when it is combined with Mifepristone.,73,Type_73,No
DB00227,Lovastatin,DB00738,Pentamidine,0.3957933187484741,47,Type_47,The metabolism of Pentamidine can be decreased when combined with Lovastatin.,47,Type_47,Yes
DB00285,Venlafaxine,DB00555,Lamotrigine,0.466433048248291,49,Type_49,The risk or severity of adverse effects can be increased when Venlafaxine is combined with Lamotrigine.,49,Type_49,Yes
DB00246,Ziprasidone,DB00396,Progesterone,0.4664483070373535,47,Type_47,The metabolism of Progesterone can be decreased when combined with Ziprasidone.,47,Type_47,Yes
DB00557,Hydroxyzine,DB01601,Lopinavir,0.4198399484157562,73,Type_73,The serum concentration of Lopinavir can be increased when it is combined with Hydroxyzine.,20,Type_20,No
DB04855,Dronedarone,DB05294,Vandetanib,0.3413969874382019,73,Type_73,The serum concentration of Vandetanib can be increased when it is combined with Dronedarone.,47,Type_47,No
DB00281,Lidocaine,DB00924,Cyclobenzaprine,0.47488638758659363,47,Type_47,The metabolism of Cyclobenzaprine can be decreased when combined with Lidocaine.,47,Type_47,Yes
DB06144,Sertindole,DB08873,Boceprevir,0.4847697615623474,73,Type_73,The serum concentration of Boceprevir can be increased when it is combined with Sertindole.,47,Type_47,No
DB08868,Fingolimod,DB09063,Ceritinib,0.4526330232620239,54,Type_54,Fingolimod may increase the bradycardic activities of Ceritinib.,73,Type_73,No
DB00734,Risperidone,DB00975,Dipyridamole,0.4554438889026642,60,Type_60,Risperidone may increase the hypotensive activities of Dipyridamole.,60,Type_60,Yes
DB00334,Olanzapine,DB00514,Dextromethorphan,0.42998552322387695,47,Type_47,The metabolism of Dextromethorphan can be decreased when combined with Olanzapine.,49,Type_49,No
DB00734,Risperidone,DB01023,Felodipine,0.31799569725990295,47,Type_47,The metabolism of Felodipine can be decreased when combined with Risperidone.,60,Type_60,No
DB00289,Atomoxetine,DB00637,Astemizole,0.47345978021621704,47,Type_47,The metabolism of Astemizole can be decreased when combined with Atomoxetine.,47,Type_47,Yes
DB00817,Rosoxacin,DB01223,Aminophylline,0.35351186990737915,73,Type_73,The serum concentration of Aminophylline can be increased when it is combined with Rosoxacin.,47,Type_47,No
DB00264,Metoprolol,DB06708,Lumefantrine,0.4927603304386139,47,Type_47,The metabolism of Lumefantrine can be decreased when combined with Metoprolol.,73,Type_73,No
DB00238,Nevirapine,DB00619,Imatinib,0.34863054752349854,47,Type_47,The metabolism of Imatinib can be decreased when combined with Nevirapine.,75,Type_75,No
DB00184,Nicotine,DB00571,Propranolol,0.49085626006126404,49,Type_49,The risk or severity of adverse effects can be increased when Nicotine is combined with Propranolol.,49,Type_49,Yes
DB00235,Milrinone,DB00244,Mesalazine,0.4032706916332245,6,Type_6,Milrinone may increase the anticoagulant activities of Mesalazine.,49,Type_49,No
DB00606,Cyclothiazide,DB00796,Candesartan cilexetil,0.4424554705619812,49,Type_49,The risk or severity of adverse effects can be increased when Cyclothiazide is combined with Candesartan cilexetil.,56,Type_56,No
DB01067,Glipizide,DB09280,Lumacaftor,0.41293227672576904,4,Type_4,The metabolism of Lumacaftor can be increased when combined with Glipizide.,75,Type_75,No
DB00570,Vinblastine,DB06145,Spiramycin,0.40166452527046204,73,Type_73,The serum concentration of Spiramycin can be increased when it is combined with Vinblastine.,73,Type_73,Yes
DB00215,Citalopram,DB00541,Vincristine,0.46496230363845825,47,Type_47,The metabolism of Vincristine can be decreased when combined with Citalopram.,73,Type_73,No
DB00312,Pentobarbital,DB00875,Flupentixol,0.40660595893859863,49,Type_49,The risk or severity of adverse effects can be increased when Pentobarbital is combined with Flupentixol.,49,Type_49,Yes
DB01024,Mycophenolic acid,DB01240,Epoprostenol,0.31882697343826294,49,Type_49,The risk or severity of adverse effects can be increased when Mycophenolic acid is combined with Epoprostenol.,70,Type_70,No
DB00374,Treprostinil,DB00418,Secobarbital,0.31424492597579956,60,Type_60,Treprostinil may increase the hypotensive activities of Secobarbital.,75,Type_75,No
DB00496,Darifenacin,DB01238,Aripiprazole,0.46038323640823364,73,Type_73,The serum concentration of Aripiprazole can be increased when it is combined with Darifenacin.,73,Type_73,Yes
DB00604,Cisapride,DB00898,Ethanol,0.33753976225852966,47,Type_47,The metabolism of Ethanol can be decreased when combined with Cisapride.,49,Type_49,No
DB00477,Chlorpromazine,DB00976,Telithromycin,0.42396479845046997,47,Type_47,The metabolism of Telithromycin can be decreased when combined with Chlorpromazine.,20,Type_20,No
DB00530,Erlotinib,DB00927,Famotidine,0.4689836800098419,75,Type_75,The serum concentration of Famotidine can be decreased when it is combined with Erlotinib.,75,Type_75,Yes
DB00420,Promazine,DB00934,Maprotiline,0.44268032908439636,49,Type_49,The risk or severity of adverse effects can be increased when Promazine is combined with Maprotiline.,20,Type_20,No
DB01259,Lapatinib,DB08873,Boceprevir,0.48797786235809326,47,Type_47,The metabolism of Boceprevir can be decreased when combined with Lapatinib.,73,Type_73,No
DB00333,Methadone,DB00489,Sotalol,0.43467551469802856,20,Type_20,Methadone may increase the QTc-prolonging activities of Sotalol.,20,Type_20,Yes
DB00679,Thioridazine,DB01576,Dextroamphetamine,0.438124418258667,76,Type_76,Thioridazine may decrease the sedative activities of Dextroamphetamine.,73,Type_73,No
DB01192,Oxymorphone,DB09167,Dosulepin,0.4119246006011963,47,Type_47,The metabolism of Dosulepin can be decreased when combined with Oxymorphone.,47,Type_47,Yes
DB00490,Buspirone,DB01403,Methotrimeprazine,0.49784988164901733,16,Type_16,Buspirone may increase the central nervous system depressant (CNS depressant) activities of Methotrimeprazine.,16,Type_16,Yes
DB01072,Atazanavir,DB01142,Doxepin,0.4855714440345764,47,Type_47,The metabolism of Doxepin can be decreased when combined with Atazanavir.,75,Type_75,No
DB00396,Progesterone,DB00482,Celecoxib,0.3686694800853729,47,Type_47,The metabolism of Celecoxib can be decreased when combined with Progesterone.,47,Type_47,Yes
DB00404,Alprazolam,DB01124,Tolbutamide,0.42078137397766113,70,Type_70,The therapeutic efficacy of Tolbutamide can be decreased when used in combination with Alprazolam.,47,Type_47,No
DB00540,Nortriptyline,DB00622,Nicardipine,0.44248852133750916,20,Type_20,Nortriptyline may increase the QTc-prolonging activities of Nicardipine.,47,Type_47,No
DB00220,Nelfinavir,DB01174,Phenobarbital,0.40961694717407227,4,Type_4,The metabolism of Phenobarbital can be increased when combined with Nelfinavir.,4,Type_4,Yes
DB00458,Imipramine,DB00528,Lercanidipine,0.46444737911224365,49,Type_49,The risk or severity of adverse effects can be increased when Imipramine is combined with Lercanidipine.,49,Type_49,Yes
DB00224,Indinavir,DB08882,Linagliptin,0.4770682156085968,47,Type_47,The metabolism of Linagliptin can be decreased when combined with Indinavir.,75,Type_75,No
DB00604,Cisapride,DB01072,Atazanavir,0.4213366210460663,20,Type_20,Cisapride may increase the QTc-prolonging activities of Atazanavir.,47,Type_47,No
DB00623,Fluphenazine,DB08881,Vemurafenib,0.40040960907936096,73,Type_73,The serum concentration of Vemurafenib can be increased when it is combined with Fluphenazine.,33,Type_33,No
DB00363,Clozapine,DB08882,Linagliptin,0.33245542645454407,70,Type_70,The therapeutic efficacy of Linagliptin can be decreased when used in combination with Clozapine.,70,Type_70,Yes
DB01182,Propafenone,DB09167,Dosulepin,0.49630454182624817,47,Type_47,The metabolism of Dosulepin can be decreased when combined with Propafenone.,73,Type_73,No
DB01240,Epoprostenol,DB06725,Lornoxicam,0.4912627339363098,49,Type_49,The risk or severity of adverse effects can be increased when Epoprostenol is combined with Lornoxicam.,70,Type_70,No
DB00263,Sulfisoxazole,DB06589,Pazopanib,0.3572193682193756,73,Type_73,The serum concentration of Pazopanib can be increased when it is combined with Sulfisoxazole.,20,Type_20,No
DB00188,Bortezomib,DB00927,Famotidine,0.4557276964187622,47,Type_47,The metabolism of Famotidine can be decreased when combined with Bortezomib.,47,Type_47,Yes
DB00396,Progesterone,DB04898,Ximelagatran,0.39510399103164673,75,Type_75,The serum concentration of Ximelagatran can be decreased when it is combined with Progesterone.,70,Type_70,No
DB01001,Salbutamol,DB01200,Bromocriptine,0.3962542712688446,49,Type_49,The risk or severity of adverse effects can be increased when Salbutamol is combined with Bromocriptine.,71,Type_71,No
DB00615,Rifabutin,DB08873,Boceprevir,0.3959308862686157,75,Type_75,The serum concentration of Boceprevir can be decreased when it is combined with Rifabutin.,75,Type_75,Yes
DB00691,Moexipril,DB06697,Artemether,0.3954351246356964,49,Type_49,The risk or severity of adverse effects can be increased when Moexipril is combined with Artemether.,20,Type_20,No
DB00196,Fluconazole,DB08896,Regorafenib,0.4990881085395813,73,Type_73,The serum concentration of Regorafenib can be increased when it is combined with Fluconazole.,47,Type_47,No
DB01072,Atazanavir,DB06697,Artemether,0.4976826310157776,73,Type_73,The serum concentration of Artemether can be increased when it is combined with Atazanavir.,47,Type_47,No
DB01246,Alimemazine,DB06335,Saxagliptin,0.4291380047798157,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Alimemazine.,75,Type_75,No
DB00277,Theophylline,DB00917,Dinoprostone,0.3702901601791382,75,Type_75,The serum concentration of Dinoprostone can be decreased when it is combined with Theophylline.,47,Type_47,No
DB00679,Thioridazine,DB01577,Metamfetamine,0.3328034579753876,47,Type_47,The metabolism of Metamfetamine can be decreased when combined with Thioridazine.,73,Type_73,No
DB01264,Darunavir,DB12070,Letermovir,0.47647616267204285,73,Type_73,The serum concentration of Letermovir can be increased when it is combined with Darunavir.,73,Type_73,Yes
DB00594,Amiloride,DB09477,Enalaprilat,0.46763876080513,68,Type_68,Amiloride may increase the hyperkalemic activities of Enalaprilat.,68,Type_68,Yes
DB06626,Axitinib,DB09054,Idelalisib,0.4294356405735016,47,Type_47,The metabolism of Idelalisib can be decreased when combined with Axitinib.,73,Type_73,No
DB00433,Prochlorperazine,DB01320,Fosphenytoin,0.4538589119911194,49,Type_49,The risk or severity of adverse effects can be increased when Prochlorperazine is combined with Fosphenytoin.,4,Type_4,No
DB00268,Ropinirole,DB00588,Fluticasone propionate,0.47720998525619507,70,Type_70,The therapeutic efficacy of Fluticasone propionate can be decreased when used in combination with Ropinirole.,32,Type_32,No
DB00661,Verapamil,DB01356,Lithium cation,0.4808703362941742,73,Type_73,The serum concentration of Lithium cation can be increased when it is combined with Verapamil.,35,Type_35,No
DB00246,Ziprasidone,DB08907,Canagliflozin,0.48464277386665344,70,Type_70,The therapeutic efficacy of Canagliflozin can be decreased when used in combination with Ziprasidone.,47,Type_47,No
DB01254,Dasatinib,DB05039,Indacaterol,0.47257527709007263,20,Type_20,Dasatinib may increase the QTc-prolonging activities of Indacaterol.,73,Type_73,No
DB00571,Propranolol,DB00953,Rizatriptan,0.3909294903278351,73,Type_73,The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.,73,Type_73,Yes
DB00318,Codeine,DB00363,Clozapine,0.4719263017177582,49,Type_49,The risk or severity of adverse effects can be increased when Codeine is combined with Clozapine.,70,Type_70,No
DB00333,Methadone,DB00691,Moexipril,0.34467628598213196,20,Type_20,Methadone may increase the QTc-prolonging activities of Moexipril.,20,Type_20,Yes
DB00232,Methyclothiazide,DB00898,Ethanol,0.42854222655296326,30,Type_30,Methyclothiazide may increase the orthostatic hypotensive activities of Ethanol.,30,Type_30,Yes
DB00734,Risperidone,DB01580,Oxprenolol,0.47721803188323975,49,Type_49,The risk or severity of adverse effects can be increased when Risperidone is combined with Oxprenolol.,60,Type_60,No
DB00927,Famotidine,DB01211,Clarithromycin,0.399209588766098,47,Type_47,The metabolism of Clarithromycin can be decreased when combined with Famotidine.,20,Type_20,No
