"Drug_ID","Interaction_Types"
"DB01620","70;76"
"DB01621","16;32;35;36;4;47;49;61;70;73;75;77;8;82"
"DB01622","33;35;36;49;60;61;67;70;73;82"
"DB01623","16;20;32;35;36;47;49;61;70;73;75;77;8;82"
"DB01624","16;20;32;33;35;36;47;49;61;70;73;75;8;82"
"DB01626","10;2;27;30;31;37;41;44;47;49;60;64;70;71;73;79;8;9"
"DB01627","21;67;70;73"
"DB01628","27;29;37;4;47;49;53;57;6;66;67;68;70;72;73;75;77;81"
"DB01656","34;60;70;73;75;77"
"DB01685","47;49;73"
"DB01708","22;3;4;47;49;6;67;70;73;74;75;83"
"DB01764","49;70;73"
"DB01878","1"
"DB02187","22;3;49;6;67;70;73;74;75;78;83"
"DB02300","15;49;51;58;73;75"
"DB02513","13;47;49;67;70;73;75"
"DB02546","15;20;33;49;58;6;70"
"DB02638","10;33;37;60;70"
"DB02659","67;72;73;75"
"DB02701","49;73;77"
"DB02703","49;70;72;73"
"DB02709","15;27;29;37;47;49;53;57;58;6;66;67;68;70;72;73;75"
"DB02959","33"
"DB03128","47;49;73"
"DB03585","27;29;37;49;57;6;66;67;68;70;72;73"
"DB03615","21;24;40;49;57;7;70;72;73;75"
"DB03619","49"
"DB03754","18;3;49;67;70;72;73;75"
"DB03756","4;47;73;75"
"DB03793","13;47;49;67;70;73;75"
"DB03796","73;77"
"DB04272","12;49;6;66;70"
"DB04339","49"
"DB04398","73"
"DB04552","27;29;37;49;57;6;66;67;68;70;72;73"
"DB04570","70"
"DB04571","1"
"DB04572","15;34;4;47;49;58;73;75"
"DB04573","12;28;49;70;73;75;81"
"DB04574","12;22;3;4;47;49;6;70;73;74;75;81;83"
"DB04575","12;28;49;70;73;81"
"DB04576","15;27;33;47;49;58;6;67;73;75;9"
"DB04711","49"
"DB04743","21;27;29;37;4;47;49;53;57;6;60;66;67;68;70;72;73;75"
"DB04786","15;49;58;75"
"DB04794","13;33;47;49;67;70;73;75"
"DB04835","47;73;75"
"DB04839","15;49;58;70;73;75;77"
"DB04840","10;37;47;60;70;73;75"
"DB04841","16;21;32;4;47;49;60;70;73;75;76"
"DB04842","16;32;33;35;36;49;61;70;8;82"
"DB04844","16;20;32;33;47;49;73;8"
"DB04845","15;47;49;58;73;75"
"DB04846","10;14;19;25;30;37;4;46;47;49;54;60;70;71;73;75;83;85;9"
"DB04854","73;77"
"DB04855","11;20;25;33;47;49;54;70;73;75;77;82"
"DB04861","10;14;19;25;30;37;46;47;49;5;54;60;70;73;75;85;9"
"DB04865","15;49;58;66"
"DB04868","11;15;20;33;34;47;49;58;70;73;75;77"
"DB04871","11;4;47;49;64;70;73;75;77"
"DB04876","4;47;49;50;70;73;75;8;9"
"DB04878","50;70;8;9"
"DB04894","15;47;49;58;70;73;75"
"DB04896","27;33;37;45;47;49;53;55;64;66;70;73;85;9"
"DB04898","12;4;47;49;6;66;70;73;75"
"DB04908","16;32;49;60;73;75;8"
"DB04911","70;73;75"
"DB04918","6;70;73"
"DB04920","21;30;37;4;47;49;60;70;73;75"
"DB04930","4;47;73;75"
"DB04938","4;47;49;73;75;77"
"DB04946","16;20;32;33;35;36;4;47;49;61;70;73;75;77;8;82"
"DB04948","10;25;30;37;49;5;60;70;71;85"
"DB04951","15;27;29;34;37;49;57;58;6;66;67;68;70;72;73;75"
"DB04953","11;16;20;32;49;70;75"
"DB04967","75"
"DB05015","15;49;58;73;75"
"DB05039","14;20;4;47;49;70;73;75;83;85"
"DB05109","15;34;4;47;48;49;58;73;75;80"
"DB05219","47;73"
"DB05239","15;49;58;73;75"
"DB05245","49"
"DB05246","16;32;4;47;49;70;73;75"
"DB05260","15;34;49;58"
"DB05265","15;4;47;49;58;70;73;75"
"DB05266","49;53;6;60"
"DB05271","30;32;4;47;49;60;70;73;75;77"
"DB05294","15;20;33;47;49;58;73;75"
"DB05316","70"
"DB05351","11;18;4;47;67;70;73;75"
"DB05381","4;47;49;73;75;77"
"DB05521","11;47;49;73;75;77"
"DB05528","80"
"DB05541","4;47;70;73;75"
"DB05630","75"
"DB05676","27;29;34;37;47;49;57;6;60;66;67;68;70;72;73;75"
"DB05812","11;47;49;58;70;73;75"
"DB05990","73"
"DB06016","35;36;4;47;49;61;70;73;75;82"
"DB06144","16;32;35;36;4;47;49;61;70;73;75;8;82"
"DB06145","4;47;49;70;73;75"
"DB06147","49"
"DB06148","16;2;4;47;49;70;73;75;76;77"
"DB06150","49"
"DB06152","49;5;70;71;85"
"DB06153","16;2;32;33;49;8"
"DB06154","12;38;49;6;60;66;70"
"DB06155","4;47;73;75"
"DB06176","15;47;49;58;6;73;75"
"DB06193","15;49;58"
"DB06196","27;29;34;37;49;57;6;66;67;68;70;72;73"
"DB06201","49;70;73;75"
"DB06202","49"
"DB06203","4;47;49;50;70;73;75;8;9"
"DB06204","16;32;33;39;4;47;49;52;54;60;64;65;69;70;73;75;77"
"DB06206","6;70;75"
"DB06207","10;30;4;47;5;60;73;75"
"DB06209","11;26;4;47;49;53;6;73;75"
"DB06210","4;47;73;75"
"DB06211","73;75"
"DB06212","49;56;57;68;70;73;75;77"
"DB06213","49"
"DB06216","16;18;20;32;33;35;36;4;47;49;61;67;70;73;75;77;8;82"
"DB06217","47;73;77"
"DB06218","25;70;73;75"
"DB06228","12;4;47;49;6;66;70;73;75"
"DB06237","10;38;4;49;60;73;75"
"DB06243","15;49;58"
"DB06261","1"
"DB06262","25;37;49;5;70;71;83;85"
"DB06263","15;21;24;40;49;57;58;7;72;73;75"
"DB06264","47;73;75"
"DB06267","10;38;4;47;49;60;73;75"
"DB06268","10;37;4;47;49;60;70;73;75"
"DB06274","49"
"DB06282","16;32;4;47;49;70;73;75;76;8"
"DB06287","15;34;4;47;49;58;70;73;75;77"
"DB06288","16;32;33;35;36;49;61;70;8;82"
"DB06290","4;47;49;70;72;73;75;77"
"DB06292","30;4;47;49;60;73;75;9"
"DB06335","4;47;49;50;70;73;75;8;9"
"DB06401","49;75"
"DB06402","20;70"
"DB06403","10;37;4;47;60;70;73;75"
"DB06410","49;51;73;75;82"
"DB06412","49;6;73;74;77;80;9"
"DB06413","11;47;73;75"
"DB06414","11;4;47;73;75;77"
"DB06441","26;49;53;6"
"DB06480","73;75"
"DB06589","15;20;34;4;47;49;58;67;73;75;77;80"
"DB06594","16;32;33;49;73;8"
"DB06595","11;15;4;47;49;58;70;73;75;77"
"DB06603","11;20;34;47;49;58;73;75;82"
"DB06605","12;4;47;49;6;66;70;73;75"
"DB06616","15;49;58;73;75;77"
"DB06626","15;47;49;58;73;75"
"DB06636","11;47;49;73;75;77"
"DB06637","47;73;75"
"DB06654","4;47;64;73;75"
"DB06663","20;25;47;54;70;73;75;9"
"DB06684","19;47;49;64;71;73;75;77"
"DB06689","47;75"
"DB06690","16;21;32;49;71;8;82"
"DB06691","70;73;76;77"
"DB06694","10;21;25;37;4;47;49;60;70;73;75"
"DB06695","11;12;4;47;49;6;66;70;73;75;77"
"DB06696","21;24;40;49;57;7;72;73;75"
"DB06697","11;13;20;33;4;47;49;67;70;73;75;77"
"DB06698","70;73"
"DB06699","15;20;49;58"
"DB06700","27;37;4;45;47;49;53;55;64;66;70;73;75;85;9"
"DB06701","18;45;47;49;71;73;77"
"DB06702","16;2;39;4;47;49;59;70;73;75;77;85"
"DB06704","15;49;58;70"
"DB06706","49"
"DB06707","25;37;70;71"
"DB06708","11;20;33;4;47;49;70;73;75;77"
"DB06709","46;49"
"DB06710","15;4;47;49;58;6;73;74;75;80;9"
"DB06711","25;37;5;70;71;85"
"DB06712","10;11;21;30;37;4;47;49;60;70;73;75"
"DB06713","11;12;70;73;75;81"
"DB06715","12;70;73"
"DB06716","16;32;49;8"
"DB06717","11;49;73;75"
"DB06718","6;74;80;9"
"DB06723","18;3;49;67;70;72;73;75"
"DB06724","18;3;49;67;70;72;73;75"
"DB06725","27;29;37;4;47;49;57;6;66;67;68;70;72;73;75"
"DB06729","11;49;73;77"
"DB06730","11;12;70;73;75;81"
"DB06736","27;29;37;4;47;49;57;6;66;67;68;70;72;73;75"
"DB06737","27;29;37;4;47;49;57;6;66;67;68;70;72;73;75"
"DB06738","16;32;39;4;47;49;54;60;64;65;69;70;73;75;8"
"DB06739","11;27;29;37;4;47;49;57;6;66;67;68;70;72;73;75"
"DB06742","4;47;49;73;75"
"DB06764","49;70;71;85"
"DB06766","70;76"
"DB06767","49;65;73;75"
"DB06769","15;47;49;58;73;75"
"DB06770","16;32;4;47;49;73;75;8"
"DB06771","15;49;58;70"
"DB06772","15;34;4;47;49;58;63;73;75;77"
"DB06774","47;49;73;75"
"DB06777","4;47;70;73;75"
"DB06781","22;3;49;6;67;70;73;74;75;78;83"
"DB06782","57"
"DB06786","22;3;49;6;67;70;73;74;75;78;83"
"DB06788","20;70"
"DB06789","15;4;47;49;58;70;73;75"
"DB06791","15;25;47;49;54;58;70;73;75;9"
"DB06792","75"
"DB06794","70;76"
"DB06795","49"
"DB06799","49;70;73;75"
"DB06800","49;73;77"
"DB06802","27;29;37;49;57;6;66;67;68;70;72;73"
"DB06803","4;47;73;75"
"DB06804","70"
"DB06810","15;21;24;40;49;57;58;7;72;73;75"
"DB06813","15;34;49;58;73;75"
"DB06816","75"
"DB06817","48;73;75"
"DB06819","15;49;58;70;73;77"
"DB06820","13;33;47;49;67;70;73;75;77"
"DB06824","67;75"
"DB06825","15;20;49;58;70"
"DB06826","10;37;60;70"
"DB06827","70"
"DB07615","21;27;29;37;4;47;49;53;57;6;60;66;67;68;70;72;73;75;76"
"DB08439","27;29;37;4;47;49;53;57;6;66;67;68;70;72;73;75;81"
"DB08795","11;6;70;73;75"
"DB08796","49"
"DB08797","27;29;37;49;57;6;66;67;68;70;72;73"
"DB08798","4;47;49;73;75"
"DB08799","70;76"
"DB08800","70;76"
"DB08801","70;76"
"DB08802","70;76"
"DB08804","6;74;80;9"
"DB08806","18;67;70;73;75;76"
"DB08807","14;19;25;30;37;46;47;49;54;60;73;75;9"
"DB08808","10;14;19;25;30;37;46;47;49;54;60;70;73;75;9"
"DB08811","33;49;70;73"
"DB08814","49;53;6"
"DB08815","16;20;32;35;36;49;60;61;70;73;75;8;82"
"DB08816","11;47;49;53;6;73;75;77"
"DB08819","70"
"DB08820","49;73;75;77"
"DB08822","30;49;57;60;68;73;82"
"DB08824","45"
"DB08826","75"
"DB08827","4;49;67;73;75;77;80"
"DB08828","15;4;47;49;58;73;75"
"DB08860","4;47;48;49;6;73;75;80"
"DB08864","20;49;73;75"
"DB08865","11;15;20;25;47;49;54;58;73;75;77"
"DB08867","47;70;73;75"
"DB08868","20;25;34;4;47;49;54;73;75;77;82"
"DB08869","11"
"DB08871","15;20;49;58"
"DB08872","16;32;49;8"
"DB08873","11;47;49;73;75;77"
"DB08874","49;70;73;75;77"
"DB08875","15;4;47;49;58;73;75"
"DB08877","15;34;4;47;49;54;58;73;75"
"DB08880","27;29;34;37;47;49;57;6;66;68;70;72;73;75"
"DB08881","20;33;4;47;58;73;75"
"DB08882","4;47;49;50;70;73;75;8;9"
"DB08883","16;32;47;49;70;73;75"
"DB08884","73"
"DB08887","49;53;6"
"DB08889","15;49;58;73;75"
"DB08893","11;20;37;4;47;49;5;70;71;73;75;77;85"
"DB08895","34;47;49;54;73;75"
"DB08896","15;47;49;54;58;73;75;77"
"DB08897","2;39;49;59;70;73;85"
"DB08899","11;47;58;73;75;77"
"DB08901","15;4;47;49;58;72;73;75;77"
"DB08903","20;47;70;73;75;80"
"DB08905","15;22;3;49;58;6;67;70;73;74;75;78;83"
"DB08906","22;3;4;47;49;6;67;70;73;74;75;83"
"DB08907","30;4;47;49;50;60;68;70;73;75;77;8;9"
"DB08908","34;49"
"DB08909","49;70;73;77"
"DB08910","15;16;32;34;4;47;49;58;73;75;8"
"DB08911","15;49;58;73;75"
"DB08912","20;4;47;49;58;70;73;75"
"DB08913","15;49;58"
"DB08916","49;58;73;75;77"
"DB08918","18;27;37;4;45;47;49;53;55;64;66;70;73;75;85;9"
"DB08922","16;32;35;36;4;47;49;61;70;73;75;8;82"
"DB08930","73;75"
"DB08931","10;30;37;4;47;49;60;70;73;75"
"DB08932","10;37;47;60;70;73;75"
"DB08933","11;49;73"
"DB08934","54;73;75"
"DB08938","18;3;49;67;70;72;73;75"
"DB08941","30;49;5;60;70;71;85"
"DB08943","13;33;47;49;67;70;73;75"
"DB08947","49"
"DB08954","49;53;6;70;75"
"DB08957","33;5;71;85"
"DB08958","13;47;49;67;70;73;75"
"DB08964","70"
"DB08965","70"
"DB08967","70;76"
"DB08970","22;3;49;6;67;70;73;74;75;78;83"
"DB08971","22;3;49;6;67;70;73;74;75;78;83"
"DB08974","75"
"DB08976","27;29;37;49;57;6;66;67;68;70;72;73"
"DB08981","27;29;37;49;57;6;66;67;68;70;72;73"
"DB08983","48;57;6;67;70;9"
"DB08984","27;29;37;49;57;6;66;67;68;70;72;73"
"DB08987","16;32;49;8"
"DB08991","27;29;37;49;57;6;66;67;68;70;72;73"
"DB08992","21;4;47;49;60;70;73;75"
"DB08993","70"
"DB08994","49;6"
"DB08996","33"
"DB09000","1;33;35;36;49;61;70;82"
"DB09008","6;70;73"
"DB09009","16;32;49;70;8"
"DB09014","70"
"DB09015","49;56;57;70"
"DB09016","33"
"DB09017","16;32;49;8"
"DB09018","49"
"DB09020","70"
"DB09021","70"
"DB09026","10;30;37;4;47;49;60;68;70;73;75"
"DB09027","73;75"
"DB09030","49;53;6;73;75"
"DB09031","13;15;47;49;58;67;70;73;75"
"DB09034","16;32;49;73;75;76"
"DB09038","30;49;50;60;70;8;9"
"DB09039","11;20;33;47;70;73;75;77"
"DB09040","13;33;47;49;67;70;73;75"
"DB09041","13;47;49;67;70;73;75"
"DB09042","49;64;70;71"
"DB09047","70"
"DB09048","4;47;49;73;75"
"DB09049","49;73;75;77"
"DB09053","15;34;47;49;53;58;73;75"
"DB09054","11;15;34;47;49;58;73;75;77"
"DB09055","48"
"DB09060","70;73"
"DB09061","75"
"DB09063","20;25;49;54;58;70;73;75;77;78"
"DB09065","11;47;49;70;73;75;77"
"DB09067","70"
"DB09068","16;19;32;4;47;49;64;70;71;73;75;8"
"DB09069","49"
"DB09070","10;15;28;37;49;58;6;60;70;73;81"
"DB09071","16;32;49;73;75;76;8"
"DB09072","16;32;49;73"
"DB09073","34;47;49;58;73;75"
"DB09074","11;15;47;49;58;73;75"
"DB09075","12;49;6;66;70;73;75"
"DB09076","2;39;47;49;59;70;73;75;85"
"DB09078","15;20;4;47;49;58;73;75"
"DB09079","15;49;58;73;75"
"DB09080","14;20;4;47;49;5;70;71;73;75;83;85"
"DB09082","14;20;34;4;47;49;70;73;75;83;85"
"DB09083","20;25;54;73;75;82"
"DB09084","27;29;37;49;57;6;66;67;68;70;72;73"
"DB09085","16;32;49;8"
"DB09087","75"
"DB09090","21;4;47;49;60;70;73;75"
"DB09091","22;3;49;6;67;70;73;74;75;78;83"
"DB09093","21;49;6;67;70;75;80"
"DB09094","15;49;58"
"DB09095","22;3;49;6;67;70;73;74;75;78;83"
"DB09096","49"
"DB09097","70"
"DB09099","47;49;70;73;75"
"DB09101","4;47;73;75;77"
"DB09102","47;54;73;75;77"
"DB09104","16;18;21;3;49;67;70;72;73;75"
"DB09112","30;49;60"
"DB09117","16;32;49;70;73;75"
"DB09118","16;32;47;49;70;73;75"
"DB09119","11;47;49;70;73;75"
"DB09120","11;47;49;73;77"
"DB09123","11;12;15;4;47;49;58;70;73;75;81"
"DB09124","15;49;58;70"
"DB09125","18;49;56;57;70"
"DB09128","16;32;35;36;49;61;70;73;75;8;82"
"DB09130","75"
"DB09134","49"
"DB09135","49"
"DB09137","73"
"DB09138","24;49;70;75"
"DB09143","15;49;58;73;75"
"DB09146","57;67;75"
"DB09147","57;67;75"
"DB09153","49;65"
"DB09154","18;66"
"DB09156","49"
"DB09161","73;75"
"DB09162","57;67;75"
"DB09166","16;32;4;47;49;70;73;75;8"
"DB09167","11;20;23;27;30;33;35;37;4;47;49;6;60;64;70;73;77;82;84"
"DB09183","4;47;73;75"
"DB09185","33"
"DB09198","11;47;73"
"DB09204","19;25;30;37;46;47;49;54;60;73;75;9"
"DB09209","64"
"DB09210","49"
"DB09211","49;53;70"
"DB09212","27;29;37;49;57;6;66;67;68;70;72;73"
"DB09214","49;70;73"
"DB09215","27;29;37;49;57;6;66;67;68;70;72;73"
"DB09216","21;27;29;37;4;47;49;57;6;60;66;67;68;70;72;73;75"
"DB09218","27;29;37;49;57;6;66;67;68;70;72;73"
"DB09220","10;37;49;60;68;70"
"DB09221","75"
"DB09223","70"
"DB09224","16;32;33;35;36;49;61;70;8;82"
"DB09225","16;32;33;35;36;49;61;70;8;82"
"DB09227","21;30;4;47;49;60;70;73;75"
"DB09230","21;4;47;49;60;70;73;75"
"DB09231","21;4;47;49;60;70;73;75"
"DB09232","21;30;4;47;49;60;70;73;75"
"DB09235","10;21;30;37;4;47;49;56;57;60;70;73;75"
"DB09236","10;21;30;37;4;47;49;60;70;73;75"
"DB09238","10;11;21;37;4;47;49;60;70;73;75;77"
"DB09241","2;27;30;31;41;44;47;49;60;64;67;71;73;8;9"
"DB09242","10;25;30;37;49;60;70"
"DB09244","15;2;27;30;31;33;41;44;47;49;58;60;64;71;73;79;8;9"
"DB09245","2;27;30;31;33;41;44;47;49;60;64;71;73;79;8;9"
"DB09256","11;15;4;49;58;70;73;77"
"DB09257","73;77"
"DB09262","4;47;73;75"
"DB09265","67"
"DB09267","75"
"DB09268","70"
"DB09269","15;49;58;70;73"
"DB09270","12;4;47;48;49;70;73;75;8;80"
"DB09272","39;49;73"
"DB09273","49;60;73;75"
"DB09274","11;33;49;73"
"DB09275","18;3;49;67;70;72;73;75"
"DB09276","49"
"DB09277","70"
"DB09278","11;75"
"DB09279","30;49;57;60;68;73;82"
"DB09280","11;4;73;75;77"
"DB09281","18;3;49;67;70;72;73;75"
"DB09282","60"
"DB09283","49;53;6"
"DB09285","49"
"DB09286","16;30;32;33;35;36;49;60;61;70;8;82"
"DB09288","11;27;29;37;4;49;57;6;66;67;68;70;72;73;77;80"
"DB09289","20;23;27;30;33;35;37;4;47;49;6;60;64;70;73;82;84"
"DB09290","39"
"DB09291","11;47;70;73;75;77"
"DB09292","30;49;57;60;68;73;82"
"DB09293","70"
"DB09295","49"
"DB09296","4;47;73;75"
"DB09297","4;47;73;75"
"DB09300","2;39;49;59;70;73;85"
"DB09320","11;6;70;72;73;75"
"DB09321","75"
"DB09322","75"
"DB09323","11;6;70;72;73;75"
"DB09324","11;6;70;73;75"
"DB09330","15;58;73;75"
"DB09338","49;56;57;70"
"DB09342","16;32;49;8"
"DB09343","70;73"
"DB09345","16;32;49;8"
"DB09352","23;45;49;61;69;70;71;72;75;76;85"
"DB09389","11;12;4;47;70;73;75;81"
"DB09396","4;47;73;75;77"
"DB09414","67;75"
"DB09449","49;57;67;75"
"DB09462","73;77"
"DB09477","10;30;37;4;47;49;57;60;63;68;70;73;75;82;86"
"DB09488","70;76"
"DB09499","70"
"DB09516","15;49;58"
"DB09536","1"
"DB09543","29;37;49;6;70;73;9"
"DB09555","4;47;70;73;75;76"
"DB09561","67;75"
"DB09570","15;4;47;49;58;70;73;75"
"DB11079","29;37;49;6;70;73;9"
"DB11093","49;67;70;72;75;82"
"DB11106","49;56;57;70"
"DB11121","75"
"DB11126","49;67;70;72;75;82"
"DB11135","75"
"DB11136","75"
"DB11148","16;32;49;8"
"DB11156","17;21;40;75;82"
"DB11231","15;49;58"
"DB11235","70;76"
"DB11239","75"
"DB11254","75"
"DB11256","11;70;75"
"DB11268","12;49;6;66;70"
"DB11304","16;32;49;8"
"DB11315","2;39;49;59;70;73;85"
"DB11342","75"
"DB11348","49;67;70;72;75;82"
"DB11362","10;37;4;47;49;6;60;70;73;75"
"DB11363","15;49;58;73;77"
"DB11560","4;47;73;75"
"DB11574","4;47;49;73;75"
"DB11575","4;47;73;75"
"DB11581","15;4;47;49;58;73;75"
"DB11586","4;47;49;70;73;75"
"DB11596","49;70;75"
"DB11609","16;32;33;39;49;54;60;64;65;69;70;75;8"
"DB11610","70"
"DB11613","4;47;73;75;77"
"DB11614","4;47;73;75"
"DB11619","70"
"DB11630","1;15;49;58"
"DB11633","33;49"
"DB11636","70"
"DB11641","15;49;58;73"
"DB11660","70"
"DB11691","49"
"DB11699","33;52;60;64"
"DB11730","33;73;75"
"DB11737","4;47;73;75"
"DB11793","15;49;58"
"DB11817","4;47;73;75"
"DB11828","4;47;73;75"
"DB11915","4;47;73;75"
"DB11921","22;3;34;4;47;49;6;67;70;73;74;75;83"
"DB11943","73;75"
"DB11989","34;49"
"DB11994","73;77"
"DB12001","47;49;73;75;77"
"DB12026","4;47;73;75;77"
"DB12070","47;72;73;75;77"
"DB12161","4;47;73;75"
"DB12267","4;47;73;75"
"DB12278","2;39;49;59;70;73;85"
"DB12332","11;15;4;47;49;58;70;73;75;77"
"DB12364","66"
"DB12483","4;47;73;75"
"DB12532","16;32;49;70;8"
"DB12598","12;27;29;34;37;4;47;49;57;6;66;67;68;70;72;73;75"
"DB12924","70"
"DB13025","16;32;33;35;36;49;61;70;8;82"
"DB13139","14;49;70;73;77;83;85"
"DB13142","49;67;70;72;75;82"
"DB13145","15;49;58;63;75"
"DB13146","73;75"
"DB13153","73"
"DB13158","22;3;49;6;67;70;73;74;75;78;83"
"DB13167","27;29;37;49;57;6;66;67;68;70;72;73"
"DB13179","11;4;47;49;70;73;75;77"
"DB13231","49;67;70;72;75;82"
"DB13323","16;21;32;49;71;8;82"
"DB13450","17;21;40;82"
"DB13595","18;3;49;67;70;72;73;75"
"DB13747","70"
"DB13783","27;37;49;57;65;66;67;70;72;73"
"DB13872","16;32;49;70;73;8"
"DB13873","48;57;6;67;70;9"
"DB13874","4;47;49;73;75;77"
"DB13878","73;75;77"
"DB13879","73;75;77"
"DB13925","70"
