Drug1_ID,Drug2_ID,Label
DB01050,DB05541,0
DB01071,DB09265,0
DB01418,DB03796,0
DB06724,DB00653,0
DB00258,DB00308,0
DB00992,DB00790,0
DB09101,DB01199,0
DB09232,DB08905,0
DB01627,DB06193,0
DB02546,DB09223,0
DB00324,DB00120,0
DB00389,DB08811,0
DB11817,DB02659,0
DB01606,DB09241,0
DB01321,DB01011,0
DB00724,DB00892,0
DB01004,DB08906,0
DB11254,DB00373,0
DB00300,DB04878,0
DB01336,DB00606,0
DB00851,DB13595,0
DB00502,DB09030,0
DB08800,DB00890,0
DB00592,DB01366,0
DB00479,DB00656,0
DB00742,DB06781,0
DB00796,DB04845,0
DB00992,DB00247,0
DB01254,DB00991,0
DB00918,DB00548,0
DB05294,DB00937,0
DB00314,DB00545,0
DB01154,DB00213,0
DB01326,DB00297,0
DB01044,DB01282,0
DB00357,DB01068,0
DB01010,DB00817,0
DB01623,DB00229,0
DB09321,DB11148,0
DB01613,DB08957,0
DB00170,DB01120,0
DB00822,DB01188,0
DB09277,DB01239,0
DB01597,DB01553,0
DB00639,DB00313,0
DB00179,DB00553,0
DB00908,DB00842,0
DB00798,DB00451,0
DB00178,DB00844,0
DB09277,DB00187,0
DB00581,DB00939,0
DB04840,DB00454,0
DB00335,DB00817,0
DB01418,DB00452,0
DB01378,DB00770,0
DB00818,DB06152,0
DB00385,DB00819,0
DB00593,DB06810,0
DB11828,DB04878,0
DB09257,DB00246,0
DB00783,DB00614,0
DB09015,DB08983,0
DB00448,DB01249,0
DB00550,DB06800,0
DB01243,DB09041,0
DB01364,DB09414,0
DB09342,DB09042,0
DB06802,DB05039,0
DB00911,DB06813,0
DB00881,DB09147,0
DB00869,DB00467,0
DB01601,DB13142,0
DB12026,DB01223,0
DB09277,DB01189,0
DB00401,DB00551,0
DB00198,DB04841,0
DB06288,DB00187,0
DB00963,DB01392,0
DB00152,DB08970,0
DB06724,DB00441,0
DB00816,DB00186,0
DB00737,DB00518,0
DB00925,DB09293,0
DB12070,DB13231,0
DB00989,DB05528,0
DB00859,DB00911,0
DB01144,DB01587,0
DB09112,DB01046,0
DB06228,DB09276,0
DB00852,DB09166,0
DB00759,DB00333,0
DB12598,DB01008,0
DB00498,DB01165,0
DB00488,DB09276,0
DB01345,DB00794,0
DB00276,DB09069,0
DB00557,DB00948,0
DB06706,DB00975,0
DB00339,DB00689,0
DB00731,DB00397,0
DB01118,DB00640,0
DB09075,DB00944,0
DB01205,DB00977,0
DB01452,DB00412,0
DB13878,DB00745,0
DB00899,DB06709,0
DB00590,DB00664,0
DB06145,DB09275,0
DB13872,DB00681,0
DB00748,DB09221,0
DB01016,DB05316,0
DB01400,DB00441,0
DB00853,DB11793,0
DB08882,DB11610,0
DB13450,DB00603,0
DB09063,DB01228,0
DB00968,DB01091,0
DB08877,DB00889,0
DB01096,DB01016,0
DB01280,DB00293,0
DB08991,DB01157,0
DB06147,DB04572,0
DB01226,DB00573,0
DB00753,DB00673,0
DB02638,DB00619,0
DB08826,DB00706,0
DB00881,DB00854,0
DB01401,DB09209,0
DB00795,DB01330,0
DB00763,DB00418,0
DB00328,DB00248,0
DB01327,DB08992,0
DB00793,DB00492,0
DB01021,DB01418,0
DB00502,DB00627,0
DB00366,DB00256,0
DB00651,DB02300,0
DB00563,DB08938,0
DB01366,DB08798,0
DB00801,DB01328,0
DB08796,DB00640,0
DB00985,DB00615,0
DB00519,DB06706,0
DB06202,DB00710,0
DB09090,DB08827,0
DB06799,DB04575,0
DB06217,DB00778,0
DB00304,DB00190,0
DB00629,DB00452,0
DB00436,DB00398,0
DB06711,DB06817,0
DB06201,DB00698,0
DB09119,DB06691,0
DB00540,DB09236,0
DB00829,DB00916,0
DB01319,DB06786,0
DB01578,DB00957,0
DB00385,DB00443,0
DB00251,DB00359,0
DB00523,DB01005,0
DB01088,DB00248,0
DB01420,DB00802,0
DB04743,DB04894,0
DB01245,DB00828,0
DB00631,DB01101,0
DB01147,DB11342,0
DB00430,DB00191,0
DB01115,DB06777,0
DB00429,DB01489,0
DB00859,DB00247,0
DB09094,DB01087,0
DB01604,DB09054,0
DB01251,DB00761,0
DB00722,DB05219,0
DB00827,DB09053,0
DB00255,DB00841,0
DB01101,DB00640,0
DB00233,DB06777,0
DB11610,DB11994,0
DB08439,DB00639,0
DB09094,DB01544,0
DB01156,DB01618,0
DB01215,DB01073,0
DB06288,DB01101,0
DB00241,DB13179,0
DB00663,DB00832,0
DB12278,DB09198,0
DB00339,DB06817,0
DB05239,DB00518,0
DB00281,DB13179,0
DB01401,DB00615,0
DB01179,DB00841,0
DB00989,DB00832,0
DB06724,DB00986,0
DB08918,DB08992,0
DB08884,DB00304,0
DB00888,DB01067,0
DB12001,DB09278,0
DB06262,DB00229,0
DB01600,DB01219,0
DB00547,DB01378,0
DB01423,DB01592,0
DB08941,DB11106,0
DB00201,DB00204,0
DB00978,DB09008,0
DB00589,DB00136,0
DB01612,DB00091,0
DB06401,DB01244,0
DB09061,DB00488,0
DB11575,DB00748,0
DB00184,DB08815,0
DB13158,DB00919,0
DB00623,DB01216,0
DB11586,DB01210,0
DB00362,DB00898,0
DB01018,DB11235,0
DB01200,DB06694,0
DB09285,DB09330,0
DB01626,DB00775,0
DB01274,DB06626,0
DB06403,DB09080,0
DB06154,DB01007,0
DB00647,DB01377,0
DB00892,DB00620,0
DB08877,DB00182,0
DB01110,DB00694,0
DB01274,DB00944,0
DB04846,DB00602,0
DB00519,DB00844,0
DB00689,DB00424,0
DB11362,DB06218,0
DB00605,DB09389,0
DB09286,DB00674,0
DB05271,DB01089,0
DB04835,DB00599,0
DB08827,DB01054,0
DB00852,DB00782,0
DB04846,DB00326,0
DB01204,DB01587,0
DB00698,DB01060,0
DB00182,DB01440,0
DB01000,DB01074,0
DB09477,DB00423,0
DB00493,DB00746,0
DB00281,DB03796,0
DB00807,DB09289,0
DB01005,DB00483,0
DB00568,DB01138,0
DB04855,DB00640,0
DB13142,DB00865,0
DB06769,DB00591,0
DB06707,DB01166,0
DB08984,DB06789,0
DB00956,DB00146,0
DB00860,DB01553,0
DB01071,DB00879,0
DB00723,DB06413,0
DB09286,DB08868,0
DB09276,DB06402,0
DB04842,DB00196,0
DB12278,DB06792,0
DB01226,DB11613,0
DB00985,DB01097,0
DB06717,DB00974,0
DB01171,DB08899,0
DB00181,DB00234,0
DB00838,DB00553,0
DB01327,DB00691,0
DB08938,DB08819,0
DB00978,DB08991,0
DB01275,DB01077,0
DB00231,DB00883,0
DB09118,DB00305,0
DB00475,DB08871,0
DB00996,DB00530,0
DB09290,DB00404,0
DB00150,DB01122,0
DB01407,DB00613,0
DB00188,DB06804,0
DB09018,DB00402,0
DB01274,DB00751,0
DB09342,DB07615,0
DB09342,DB01013,0
DB00589,DB01427,0
DB08826,DB09112,0
DB09161,DB00842,0
DB01144,DB09268,0
DB01167,DB01188,0
DB05239,DB00826,0
DB04711,DB00606,0
DB00542,DB06786,0
DB01401,DB05351,0
DB00918,DB01338,0
DB01015,DB06206,0
DB09218,DB06401,0
DB01288,DB00640,0
DB09068,DB00552,0
DB06710,DB00768,0
DB00717,DB13450,0
DB01436,DB09279,0
DB09280,DB00556,0
DB00170,DB08974,0
DB00468,DB13142,0
DB00303,DB01172,0
DB01325,DB06213,0
DB00609,DB01610,0
DB00639,DB00443,0
DB00259,DB00929,0
DB00408,DB00989,0
DB08801,DB00633,0
DB01095,DB09008,0
DB09321,DB01390,0
DB00732,DB06718,0
DB06788,DB09125,0
DB01019,DB04878,0
DB01611,DB00276,0
DB00766,DB01685,0
DB01390,DB08992,0
DB00856,DB00851,0
DB01259,DB06213,0
DB00547,DB09083,0
DB03756,DB00420,0
DB00150,DB00356,0
DB00701,DB01345,0
DB01043,DB00695,0
DB00395,DB00879,0
DB00201,DB09083,0
DB00153,DB06412,0
DB00988,DB08797,0
DB06626,DB01364,0
DB01626,DB00946,0
DB06152,DB00738,0
DB00705,DB00142,0
DB06699,DB08816,0
DB00385,DB01045,0
DB00773,DB01077,0
DB12483,DB00413,0
DB09245,DB08987,0
DB08912,DB00650,0
DB00251,DB09262,0
DB01545,DB01622,0
DB00515,DB00545,0
DB01179,DB09296,0
DB06154,DB00419,0
DB01274,DB08943,0
DB00261,DB08941,0
DB09119,DB01001,0
DB01130,DB00247,0
DB01095,DB00190,0
DB01088,DB01124,0
DB04846,DB01178,0
DB05246,DB11315,0
DB00851,DB00264,0
DB00850,DB01093,0
DB01010,DB01000,0
DB06769,DB01089,0
DB01007,DB00352,0
DB00535,DB01394,0
DB01338,DB01214,0
DB00850,DB00982,0
DB09138,DB01412,0
DB13595,DB00313,0
DB01051,DB00284,0
DB00384,DB09125,0
DB00205,DB00703,0
DB01579,DB01035,0
DB00764,DB00453,0
DB00446,DB12532,0
DB11989,DB00954,0
DB09026,DB01188,0
DB06816,DB00892,0
DB01412,DB00287,0
DB09536,DB00548,0
DB06770,DB00301,0
DB00823,DB01380,0
DB00711,DB03128,0
DB09073,DB01764,0
DB00826,DB00444,0
DB00593,DB00142,0
DB09067,DB01364,0
DB11148,DB00014,0
DB00308,DB01253,0
DB01010,DB01218,0
DB09293,DB11921,0
DB01345,DB01615,0
DB00839,DB00841,0
DB01608,DB00782,0
DB00410,DB00287,0
DB09009,DB00738,0
DB08911,DB08880,0
DB06802,DB06804,0
DB00162,DB01115,0
DB01409,DB11614,0
DB06282,DB02701,0
DB00754,DB06268,0
DB09166,DB00838,0
DB09210,DB09095,0
DB05260,DB00594,0
DB00430,DB03128,0
DB04846,DB00626,0
DB01685,DB00656,0
DB00943,DB01020,0
DB01416,DB00248,0
DB00922,DB00569,0
DB00986,DB06712,0
DB01213,DB01078,0
DB00263,DB00993,0
DB06403,DB06713,0
DB00162,DB00553,0
DB01416,DB06729,0
DB00520,DB01120,0
DB01094,DB00193,0
DB09216,DB00319,0
DB01581,DB01406,0
DB00330,DB09291,0
DB00919,DB01210,0
DB00925,DB08874,0
DB00388,DB00903,0
DB06788,DB09087,0
DB00954,DB06698,0
DB01165,DB05015,0
DB01600,DB01235,0
DB00842,DB00900,0
DB00986,DB00224,0
DB00531,DB09214,0
DB01188,DB01214,0
DB00242,DB01059,0
DB00470,DB01128,0
DB00883,DB01202,0
DB08801,DB09120,0
DB00940,DB06696,0
DB09212,DB11136,0
DB09020,DB00203,0
DB00915,DB00760,0
DB00567,DB06716,0
DB01002,DB06781,0
DB00646,DB13139,0
DB00630,DB00227,0
DB00757,DB00446,0
DB09060,DB01082,0
DB00364,DB05351,0
DB00120,DB01189,0
DB11828,DB00897,0
DB00525,DB09270,0
DB01463,DB01007,0
DB01558,DB04711,0
DB01001,DB06211,0
DB01050,DB09143,0
DB06204,DB01234,0
DB12598,DB06237,0
DB02709,DB01202,0
DB00685,DB00457,0
DB00462,DB01378,0
DB00677,DB00433,0
DB09273,DB11994,0
DB06697,DB01050,0
DB01215,DB00709,0
DB06817,DB08970,0
DB00921,DB00358,0
DB00658,DB01243,0
DB06707,DB09156,0
DB00635,DB08801,0
DB06153,DB09210,0
DB01338,DB01244,0
DB09049,DB06696,0
DB00939,DB00548,0
DB09212,DB01577,0
DB01559,DB06788,0
DB04911,DB00413,0
DB00736,DB09277,0
DB09323,DB00970,0
DB06207,DB08815,0
DB00425,DB01284,0
DB00379,DB01328,0
DB00489,DB00366,0
DB00861,DB00899,0
DB00981,DB04918,0
DB08867,DB00519,0
DB00665,DB00216,0
DB00188,DB09225,0
DB00530,DB01236,0
DB08811,DB01337,0
DB09235,DB01349,0
DB01130,DB09027,0
DB01016,DB11630,0
DB03796,DB00454,0
DB09090,DB08899,0
DB01429,DB05541,0
DB06725,DB00480,0
DB00408,DB00870,0
DB06216,DB01418,0
DB01411,DB04861,0
DB01048,DB09343,0
DB06150,DB00674,0
DB09286,DB00614,0
DB00577,DB04835,0
DB00931,DB01413,0
DB09338,DB09120,0
DB00958,DB00820,0
DB00429,DB09570,0
DB06782,DB09087,0
DB01627,DB06702,0
DB11574,DB00935,0
DB00625,DB01013,0
DB00781,DB05271,0
DB06706,DB00392,0
DB01353,DB00719,0
DB08943,DB00229,0
DB08880,DB00813,0
DB00142,DB01614,0
DB00488,DB00572,0
DB01627,DB04711,0
DB11581,DB01048,0
DB00284,DB00843,0
DB11943,DB09238,0
DB01626,DB11613,0
DB09080,DB06144,0
DB06718,DB01414,0
DB01205,DB00014,0
DB00146,DB00446,0
DB01393,DB01090,0
DB00928,DB00866,0
DB08909,DB04570,0
DB00966,DB06148,0
DB06636,DB00387,0
DB00136,DB04786,0
DB00933,DB00136,0
DB00486,DB11254,0
DB01116,DB00585,0
DB12026,DB04572,0
DB06282,DB00259,0
DB00666,DB08889,0
DB06715,DB01136,0
DB09216,DB01378,0
DB01043,DB08996,0
DB00142,DB00201,0
DB01196,DB00678,0
DB01080,DB06147,0
DB00392,DB13323,0
DB01197,DB09183,0
DB01002,DB00426,0
DB09275,DB00349,0
DB01004,DB09223,0
DB06212,DB08930,0
DB01211,DB11989,0
DB01589,DB13142,0
DB01017,DB11921,0
DB00445,DB00377,0
DB00779,DB00158,0
DB06816,DB00355,0
DB00896,DB00203,0
DB01088,DB00882,0
DB01198,DB01014,0
DB01089,DB00296,0
DB06207,DB08877,0
DB04575,DB00619,0
DB00523,DB05266,0
DB00699,DB00483,0
DB00494,DB01597,0
DB00742,DB00368,0
DB12001,DB06701,0
DB01288,DB00420,0
DB12026,DB06718,0
DB01192,DB01001,0
DB00687,DB09073,0
DB08814,DB05351,0
DB01423,DB01177,0
DB00943,DB00605,0
DB01018,DB00345,0
DB00978,DB00842,0
DB00974,DB00530,0
DB01112,DB00321,0
DB06826,DB00934,0
DB00671,DB01105,0
DB06292,DB12161,0
DB00928,DB00619,0
DB09099,DB06711,0
DB09297,DB01366,0
DB01042,DB00689,0
DB01042,DB00804,0
DB01369,DB00294,0
DB00381,DB05316,0
DB08796,DB00252,0
DB09021,DB01121,0
DB00379,DB00684,0
DB00847,DB00217,0
DB01579,DB01176,0
DB09236,DB09063,0
DB00629,DB01067,0
DB06707,DB00531,0
DB06153,DB01141,0
DB00691,DB06827,0
DB01153,DB01400,0
DB00362,DB00446,0
DB00637,DB00126,0
DB09235,DB00496,0
DB00309,DB01628,0
DB00581,DB11315,0
DB06209,DB11121,0
DB00875,DB04743,0
DB00284,DB00696,0
DB01042,DB06825,0
DB06695,DB01685,0
DB00602,DB08797,0
DB00892,DB08795,0
DB00259,DB00199,0
DB00399,DB00158,0
DB08874,DB08802,0
DB01235,DB08958,0
DB00859,DB00755,0
DB06654,DB06813,0
DB00220,DB00992,0
DB11793,DB00519,0
DB06737,DB00987,0
DB00745,DB08984,0
DB00755,DB06696,0
DB06144,DB06213,0
DB01267,DB01412,0
DB00303,DB01406,0
DB01095,DB00419,0
DB00411,DB01110,0
DB00543,DB00277,0
DB01085,DB06827,0
DB05630,DB00737,0
DB00545,DB06712,0
DB00162,DB01262,0
DB01413,DB05541,0
DB01168,DB01559,0
DB01294,DB01047,0
DB01036,DB00425,0
DB00152,DB00740,0
DB01339,DB00199,0
DB00765,DB00615,0
DB00730,DB04576,0
DB01070,DB01587,0
DB09161,DB01093,0
DB00701,DB01576,0
DB11342,DB01175,0
DB09118,DB11121,0
DB08881,DB00672,0
DB11636,DB01378,0
DB09026,DB06810,0
DB09135,DB00387,0
DB06589,DB00258,0
DB08880,DB00405,0
DB08970,DB00248,0
DB00851,DB00881,0
DB00803,DB05266,0
DB00262,DB01124,0
DB06706,DB09017,0
DB09079,DB00444,0
DB06290,DB01034,0
DB03793,DB01284,0
DB08882,DB00387,0
DB00415,DB06771,0
DB01250,DB00933,0
DB01589,DB01089,0
DB01260,DB00948,0
DB11575,DB01553,0
DB08967,DB03619,0
DB01427,DB00680,0
DB00678,DB00180,0
DB00339,DB02300,0
DB09067,DB09231,0
DB01090,DB00770,0
DB08811,DB00721,0
DB05219,DB01178,0
DB01021,DB00229,0
DB01621,DB00830,0
DB00856,DB00744,0
DB09094,DB11126,0
DB01366,DB00806,0
DB00724,DB00860,0
DB00779,DB00639,0
DB06697,DB06791,0
DB06737,DB09038,0
DB01587,DB00665,0
DB09021,DB00201,0
DB00954,DB00193,0
DB00871,DB06148,0
DB00353,DB00801,0
DB09060,DB01171,0
DB06717,DB09198,0
DB09338,DB11633,0
DB00271,DB06218,0
DB04743,DB00549,0
DB00970,DB09396,0
DB00592,DB04946,0
DB09153,DB00346,0
DB00577,DB00658,0
DB09285,DB01029,0
DB04876,DB00142,0
DB00178,DB00535,0
DB12001,DB09324,0
DB00485,DB01299,0
DB04861,DB06716,0
DB04967,DB09396,0
DB01415,DB06263,0
DB00975,DB00313,0
DB01139,DB03615,0
DB06663,DB09015,0
DB01144,DB08916,0
DB01349,DB00539,0
DB00781,DB00444,0
DB09161,DB09038,0
DB00768,DB04894,0
DB00750,DB05812,0
DB11581,DB09076,0
DB00939,DB01194,0
DB13146,DB08970,0
DB00822,DB01150,0
DB01208,DB09499,0
DB06701,DB01063,0
DB01223,DB11989,0
DB13450,DB00544,0
DB01602,DB11231,0
DB00494,DB04894,0
DB06605,DB06729,0
DB02638,DB00758,0
DB00683,DB00467,0
DB00434,DB01418,0
DB09224,DB01575,0
DB01400,DB09070,0
DB06414,DB09095,0
DB00461,DB05039,0
DB09085,DB01138,0
DB09267,DB00871,0
DB09097,DB09345,0
DB00385,DB00934,0
DB01164,DB06810,0
DB01112,DB01229,0
DB00745,DB09183,0
DB12001,DB01143,0
DB09063,DB09076,0
DB00592,DB00356,0
DB12001,DB05266,0
DB00852,DB00415,0
DB01090,DB00230,0
DB06145,DB00650,0
DB00708,DB11610,0
DB09212,DB09078,0
DB00228,DB09083,0
DB00888,DB00544,0
DB01156,DB06826,0
DB00683,DB04878,0
DB00304,DB00591,0
DB00324,DB00529,0
DB00397,DB00518,0
DB00346,DB09099,0
DB01303,DB00619,0
DB01339,DB01174,0
DB01161,DB04878,0
DB00609,DB00356,0
DB01592,DB13872,0
DB01168,DB09277,0
DB00350,DB06412,0
DB00347,DB00818,0
DB09034,DB06792,0
DB01600,DB06413,0
DB01070,DB01223,0
DB06795,DB01158,0
DB01068,DB00744,0
DB00943,DB06261,0
DB04951,DB00835,0
DB01602,DB06709,0
DB00834,DB00449,0
DB09499,DB00891,0
DB01204,DB13146,0
DB09055,DB00680,0
DB08877,DB06689,0
DB09342,DB01132,0
DB00957,DB00771,0
DB01429,DB00541,0
DB00288,DB01165,0
DB06799,DB06268,0
DB00222,DB00465,0
DB01204,DB05381,0
DB06654,DB00968,0
DB01604,DB00387,0
DB00736,DB01081,0
DB01171,DB00631,0
DB00130,DB00647,0
DB00617,DB01115,0
DB09223,DB13146,0
DB01247,DB00190,0
DB09009,DB01298,0
DB01177,DB01395,0
DB01578,DB00708,0
DB00977,DB01466,0
DB06698,DB06739,0
DB09093,DB00641,0
DB06441,DB04552,0
DB00380,DB00104,0
DB06150,DB00496,0
DB04871,DB01656,0
DB00695,DB01614,0
DB00604,DB00744,0
DB00979,DB01071,0
DB01599,DB00670,0
DB00237,DB06742,0
DB01327,DB00170,0
DB01222,DB00190,0
DB00998,DB01157,0
DB00782,DB00527,0
DB01126,DB00916,0
DB06698,DB06712,0
DB06401,DB00268,0
DB00690,DB09291,0
DB06414,DB00728,0
DB00568,DB01244,0
DB01623,DB06176,0
DB08828,DB01047,0
DB00794,DB00452,0
DB00235,DB11609,0
DB01069,DB01364,0
DB01602,DB00544,0
DB00560,DB06792,0
DB09162,DB00396,0
DB00456,DB00966,0
DB01418,DB01620,0
DB06196,DB00297,0
DB06820,DB06698,0
DB02513,DB06401,0
DB08896,DB00590,0
DB00223,DB00761,0
DB09288,DB01012,0
DB09118,DB00812,0
DB09049,DB06786,0
DB00271,DB01366,0
DB00646,DB04840,0
DB00162,DB00313,0
DB01262,DB01183,0
DB11093,DB06782,0
DB03756,DB01251,0
DB00320,DB06274,0
DB00388,DB04855,0
DB01275,DB13595,0
DB01606,DB00904,0
DB01288,DB00391,0
DB00762,DB06401,0
DB09236,DB01199,0
DB09060,DB04865,0
DB00140,DB01567,0
DB01143,DB06290,0
DB09322,DB00611,0
DB00319,DB00336,0
DB00701,DB00219,0
DB06261,DB01092,0
DB01435,DB11994,0
DB09543,DB00483,0
DB00841,DB09272,0
DB00166,DB09488,0
DB06203,DB01089,0
DB06202,DB00254,0
DB01129,DB01074,0
DB06218,DB00585,0
DB00765,DB09343,0
DB00560,DB08864,0
DB00662,DB00317,0
DB00934,DB00572,0
DB00612,DB00228,0
DB09321,DB09018,0
DB08869,DB00435,0
DB01301,DB00968,0
DB01614,DB01330,0
DB09242,DB00572,0
DB09090,DB09488,0
DB01604,DB01236,0
DB01160,DB08806,0
DB09543,DB00568,0
DB04272,DB00968,0
DB01133,DB00880,0
DB00612,DB00300,0
DB12070,DB00370,0
DB06228,DB00488,0
DB00408,DB00253,0
DB06715,DB00283,0
DB00979,DB05015,0
DB06820,DB04911,0
DB09067,DB00954,0
DB00371,DB00927,0
DB08819,DB00854,0
DB09198,DB01204,0
DB00489,DB01074,0
DB01100,DB00935,0
DB01608,DB00313,0
DB07615,DB13153,0
DB11560,DB01357,0
DB09041,DB00586,0
DB00243,DB00626,0
DB00214,DB08819,0
DB00223,DB06711,0
DB00244,DB00455,0
DB11730,DB06715,0
DB06730,DB04946,0
DB01147,DB09161,0
DB00563,DB06212,0
DB00605,DB01165,0
DB01280,DB08909,0
DB00350,DB09021,0
DB00796,DB00772,0
DB09322,DB01615,0
DB11828,DB00949,0
DB11575,DB04839,0
DB06802,DB01489,0
DB01400,DB01101,0
DB00334,DB00235,0
DB01037,DB00836,0
DB01022,DB02659,0
DB08865,DB09146,0
DB00584,DB00987,0
DB13874,DB09069,0
DB06717,DB04571,0
DB04854,DB00279,0
DB00415,DB01078,0
DB00853,DB00812,0
DB00284,DB06152,0
DB01291,DB00870,0
DB01233,DB12161,0
DB00602,DB00927,0
DB01282,DB08930,0
DB00748,DB00530,0
DB00585,DB00396,0
DB01100,DB01380,0
DB01264,DB04786,0
DB00766,DB00981,0
DB01019,DB00705,0
DB01605,DB00894,0
DB11148,DB00438,0
DB01166,DB01243,0
DB00565,DB00967,0
DB06699,DB00561,0
DB04839,DB01615,0
DB01282,DB00420,0
DB00400,DB09204,0
DB11148,DB00585,0
DB00126,DB01253,0
DB09135,DB08895,0
DB09227,DB06696,0
DB01303,DB13925,0
DB00853,DB00250,0
DB00220,DB04898,0
DB00316,DB01421,0
DB09277,DB01284,0
DB06206,DB00443,0
DB13139,DB08889,0
DB00513,DB00991,0
DB08806,DB00900,0
DB00435,DB11586,0
DB08984,DB01138,0
DB00266,DB00309,0
DB11239,DB08819,0
DB11239,DB00754,0
DB00313,DB09027,0
DB00488,DB09414,0
DB06401,DB09282,0
DB00751,DB11342,0
DB08884,DB00609,0
DB00791,DB00202,0
DB08826,DB08822,0
DB00630,DB01603,0
DB00978,DB00865,0
DB06204,DB00448,0
DB00424,DB09291,0
DB01098,DB00573,0
DB09288,DB00204,0
DB00862,DB00347,0
DB01245,DB08873,0
DB08874,DB08938,0
DB00634,DB01087,0
DB08965,DB00035,0
DB00601,DB04572,0
DB01586,DB09154,0
DB00768,DB00843,0
DB01606,DB01357,0
DB00358,DB01244,0
DB00581,DB00602,0
DB00237,DB08897,0
DB01579,DB00246,0
DB00819,DB00738,0
DB01160,DB00937,0
DB00232,DB00793,0
DB00351,DB00228,0
DB00477,DB01120,0
DB09321,DB01203,0
DB01011,DB04930,0
DB01256,DB00869,0
DB00920,DB09095,0
DB03585,DB00376,0
DB09462,DB09296,0
DB00408,DB06412,0
DB09218,DB09014,0
DB01016,DB00525,0
DB01259,DB00989,0
DB06788,DB08895,0
DB11943,DB00899,0
DB04854,DB01153,0
DB00611,DB09082,0
DB00216,DB09082,0
DB00364,DB01357,0
DB00605,DB00120,0
DB01600,DB00658,0
DB00922,DB04938,0
DB00456,DB01030,0
DB08938,DB00614,0
DB00654,DB06827,0
DB00459,DB01115,0
DB11596,DB09320,0
DB01063,DB05316,0
DB06724,DB00264,0
DB00497,DB11363,0
DB00262,DB08933,0
DB00561,DB09054,0
DB00435,DB01100,0
DB00320,DB08943,0
DB01377,DB08909,0
DB00758,DB01337,0
DB00290,DB13179,0
DB00316,DB06401,0
DB00492,DB01251,0
DB06663,DB01576,0
DB00570,DB09076,0
DB09078,DB01595,0
DB00271,DB00738,0
DB09230,DB00821,0
DB06441,DB00565,0
DB00458,DB00776,0
DB00228,DB01072,0
DB06702,DB00796,0
DB00765,DB01406,0
DB00678,DB03796,0
DB09075,DB01185,0
DB09039,DB09276,0
DB00314,DB00796,0
DB01599,DB11641,0
DB11633,DB11586,0
DB00461,DB01207,0
DB00882,DB00639,0
DB00996,DB01185,0
DB01017,DB01181,0
DB00290,DB00977,0
DB01400,DB00399,0
DB11609,DB01141,0
DB00278,DB00955,0
DB01192,DB00607,0
DB05812,DB09067,0
DB09119,DB00807,0
DB00408,DB09499,0
DB00324,DB09030,0
DB01333,DB00564,0
DB00962,DB00927,0
DB00370,DB01282,0
DB06770,DB00618,0
DB00956,DB00691,0
DB01162,DB00764,0
DB00800,DB01205,0
DB00727,DB01613,0
DB11268,DB00175,0
DB00519,DB08811,0
DB00346,DB01051,0
DB09090,DB00709,0
DB00919,DB09034,0
DB06724,DB00418,0
DB00421,DB01028,0
DB01029,DB12532,0
DB06697,DB09288,0
DB00494,DB00569,0
DB00951,DB00412,0
DB09211,DB09389,0
DB00570,DB00180,0
DB09124,DB00807,0
DB00162,DB01204,0
DB00685,DB06691,0
DB01288,DB01076,0
DB06153,DB08884,0
DB00581,DB04918,0
DB00202,DB00672,0
DB00892,DB00830,0
DB00512,DB01615,0
DB04876,DB06412,0
DB11231,DB06819,0
DB00130,DB08994,0
DB06718,DB00352,0
DB01018,DB00894,0
DB00969,DB00945,0
DB00472,DB09282,0
DB06792,DB06402,0
DB09101,DB00480,0
DB06816,DB00236,0
DB11126,DB04930,0
DB00731,DB00146,0
DB01101,DB00601,0
DB01424,DB08901,0
DB04835,DB01140,0
DB09124,DB00465,0
DB01155,DB09198,0
DB01232,DB06819,0
DB00917,DB06819,0
DB00091,DB01151,0
DB01133,DB00499,0
DB09146,DB00801,0
DB00866,DB01349,0
DB11363,DB00735,0
DB08826,DB00799,0
DB09265,DB00662,0
DB09536,DB04865,0
DB01226,DB01601,0
DB00244,DB00747,0
DB00336,DB00158,0
DB05109,DB00982,0
DB00877,DB00520,0
DB11148,DB01583,0
DB09212,DB01238,0
DB00732,DB08864,0
DB09330,DB01093,0
DB06766,DB00972,0
DB00781,DB00658,0
DB00737,DB01329,0
DB11586,DB01183,0
DB12364,DB01551,0
DB01084,DB00471,0
DB08875,DB01207,0
DB01252,DB06712,0
DB00792,DB01070,0
DB00629,DB00962,0
DB06770,DB01061,0
DB06176,DB06791,0
DB00378,DB01046,0
DB09209,DB08992,0
DB01489,DB00354,0
DB00130,DB01612,0
DB01273,DB01132,0
DB01039,DB01179,0
DB09069,DB01181,0
DB00237,DB00837,0
DB00035,DB09499,0
DB08795,DB08819,0
DB00917,DB00195,0
DB00946,DB00545,0
DB09389,DB01124,0
DB01252,DB09015,0
DB00293,DB01150,0
DB00363,DB06213,0
DB09161,DB00807,0
DB00805,DB00518,0
DB00335,DB00548,0
DB08913,DB01367,0
DB01086,DB00319,0
DB06288,DB00481,0
DB01463,DB08909,0
DB06766,DB11921,0
DB00973,DB00305,0
DB00808,DB00035,0
DB01208,DB11699,0
DB06603,DB04951,0
DB07615,DB01603,0
DB12070,DB00810,0
DB01327,DB01062,0
DB09047,DB00520,0
DB09269,DB00770,0
DB08932,DB00764,0
DB00919,DB06698,0
DB06694,DB08987,0
DB00949,DB11231,0
DB01284,DB06605,0
